A Republican strategy to counter the re-election of Obama 	Una estrategia republicana para obstaculizar la reelección de Obama
In four cases, they associated the term with "something very much mine" on a personal level, and "in the user name and password" when applied to social networks.	En cuatro de los casos, asociaron el término a "algo muy mío", en el plano personal, y "en la clave y nombre del usuario", cuando lo aplicaron a redes sociales.
"I wouldn't upload my deepest secrets in a post" says Jorge, aged ten, when trying to explain the meaning of privacy on sites such as Facebook, Twitter, Hotmail and Windows Live Messenger, with which he has had accounts for two years.	"Mis secretos más profundos no los subiría a un post", dice Jorge, de diez años, cuando intenta explicar el significado de privado en sitios como Facebook, Twitter, Hotmail y Windows Live Messenger, donde tiene cuentas desde hace dos años.
"They are very secret secrets, I'll tell my mother, but not everybody" he says.	"Son secretos muy secretos, mi mamá puede conocerlos, pero no todo el mundo", afirma.
On FB I upload nice pictures or games.	En FB subo imágenes bonitas o de juegos.
And I have fun with people I know.	También me entretengo con mis conocidos.
"I wouldn't share a photo that isn't mine, or that belongs to somebody who's doing something stupid" he says.	"No compartiría una foto que no sea mía, o de alguien que esté haciendo el ridículo", dice.
The child recognises that it is bad to post obscene pictures of naked people, crimes, or write humiliating or aggressive comments.	El niño reconoce que está mal publicar fotografías obscenas, de personas desnudas, de crímenes o escribir comentarios humillantes o violentos.
Jorge says he knows the 35 friends he has on FB and his nine followers on Twitter.	Jorge asegura conocer a los 35 amigos que tiene en FB y a sus nueve seguidores en Twitter.
Most are relatives.	La mayoría son parientes.
His mother is included, and she has the password to one of the accounts.	La madre está incluida, tiene la clave de una de las cuentas.
I opened Twitter to express myself and post interesting tweets.	Abrí Twitter para expresarme y escribir tweets interesantes.
"I don't know if they answer me, I only upload them" he adds.	"No sé si me contestan, yo solo los subo", añade.
"Social networking is fun, I can talk quickly to relatives far away or my friends" he says.	"Las redes sociales son entretenidas, puedo hablar con parientes lejanos o con mis amigos de manera rápida", indica.
He does not hesitate to reply that he would never accept a request from an unknown person.	No duda en contestar que nunca aceptaría una solicitud de una persona desconocida.
Nor would he take any notice of someone who recommends a stranger to him.	Ni le haría caso a alguien que le recomendara a un extraño.
The case of Joseph, aged 14, is different.	El caso de José, de 14 años, es diferente.
This teenager has accounts with Hotmail, Facebook, My Space and Ask, and in the last case he admits not knowing 20 of the people added to his friends list.	El adolescente posee cuentas abiertas en Hotmail, Facebook, My Space y Ask, en esta última admite no conocer a 20 de las personas agregadas en su lista de amigos.
"It doesn't bother me, because we have something in common, like music" he says.	"No me asusta, porque tenemos algo en común, la música por ejemplo", indica.
The boy says that no-one has suggested anything to him or asked him for his home address or phone number.	Según el muchacho, ninguno se le ha insinuado ni le ha pedido la dirección de su casa o su número de teléfono.
"If they pressured me or asked me for it, I'd just delete them from my account" he states.	"Si me presionaran o me lo exigieran simplemente los saco de mi cuenta", reconoce.
Joseph became a follower on Ask, after reading a recommendation on Twitter.	José se hizo seguidor de Ask, luego de leer una recomendación en Twitter.
This teenager is not alien to experiences of what is now known as cyberbullying.	Al muchacho no le son ajenas las experiencias de lo que hoy se conoce como ciberbullying.
An acquaintance of a friend of mine was being pestered on a social network.	A un conocido de una mi amiga lo estaban extorsionando en una red social.
They were threatening him and demanding money from him.	Lo amenazaban y le exigían dinero.
"I never found out who it was" he says.	"Nunca supo quién era", asegura.
The victim, according to José, did not close his account.	La víctima, según José, no cerró la cuenta.
"He just made it private."	"Solo le puso privacidad".
He then explains a series of steps to configure the account safely.	Luego explica una serie de pasos para configurar la cuenta de manera segura.
Unlike Jorge, this boy would upload photos of acquaintances in uncomfortable or embarrassing situations.	A diferencia de Jorge, este chico subiría fotos de conocidos en situaciones incómodas o embarazosas.
I would do it if I didn't like somebody, or they made me want to do it.	Sí lo haría, si me cae mal o le llevo ganas.
"However, I know that's cyberbullying" he admits.	"Aunque sé que eso es ciberbullying", afirma.
Key questions	Preguntas clave
Marielos Porras, an English teacher with a degree in Education and Learning, believes that to guide children and teenagers, they should understand that the purpose of social media is to inform.	Marielos Porras, maestra de inglés y licenciada en Educación y Aprendizaje, considera que para orientar a los niños y a los adolescentes debe entenderse que el propósito de las redes sociales es informar.
"The Internet emerged as a means of searching for information, but with the appearance of these websites, the rules of the game changed" he says.	"Internet surgió como un medio para buscar información, pero con el aparecimiento de estos sitios cambiaron las reglas del juego", menciona.
Porras says the scholar Marc Prensky, with a Master's degree in Education from Yale University and author of the work Digital Natives, Digital Immigrants, coined these terms to explain the phenomenon.	Porras señala que el académico Marc Prensky, máster en Pedagogía por la Universidad de Yale y autor de la obra Nativos e Inmigrantes Digitales, acuñó estos términos para explicar el fenómeno.
Digital natives are those children and young people born with technology.	Los nativos digitales son ellos, los niños y jóvenes que nacieron con la tecnología.
"We are the digital immigrants who have to teach them, when we are still in fact learning" he says.	"Nosotros somos los inmigrantes digitales que tenemos que enseñarles a ellos, cuando todavía estamos aprendiendo", dice.
He says that the issue is complex, "because we are asking them to have a clear policy on what is appropriate or not to disclose, publish or divulge, at an age at which maturity is not conducive to this."	Comenta que el tema es complejo, "porque les estamos pidiendo que tengan un criterio definido sobre qué conviene o no difundir, publicar o decir a una edad que la madurez no da para eso".
"They also have to be selective when what matters most is to be popular and have thousands of friends, without thinking of the consequences" he adds.	"También que sean selectivos cuando lo que más les importa es ser populares, tener miles de amigos sin pensar en las consecuencias", añade.
According to the specialist, the most effective way to teach children and teenagers what privacy is, is through questions that make them think.	Según la especialista, la manera más eficaz de enseñar qué es privacidad a niños y adolescentes es a través de preguntas que los hagan reflexionar.
"Telling them not to do it is no good" he adds.	"Decirles que no lo haga no sirve", agrega.
Porras then lists some options: There are things you wouldn't tell a stranger, so why do it online?	A continuación, Porras enumera algunas opciones: Hay cosas que no le contarías a un extraño, ¿por qué lo haces en Internet?
Or, would you like a friend to publish a photo of you like the one you posted of a friend?	O, ¿te gustaría que publiquen una foto de ti como la que publicaste de un amigo?
Do you know what others publish about you?	¿Sabes lo que los otros publican sobre ti?
When tagging party photos, did you ask the other people's permission to tag them?	Cuando etiquetas fotos de fiestas, ¿pediste permiso a las otras personas para etiquetarlas?
And one more question: does everyone need to know what you're doing all the time?	Y una más, ¿todos necesitan saber lo qué estás haciendo cada momento?
Another point is to make them see that they must behave online as they do offline.	Otro punto es hacerles ver que deben actuar on line como lo hacen off line.
The rules are the same.	Son las mismas reglas.
"Outside the Internet, people act with respect, morality and other principles, so they should act the same way on social networks" he says.	"Uno fuera de Internet actúa con respeto, moralidad y otros principios, igual debe ser en las redes sociales", afirma.
Monitoring	Vigilancia
Stuart Guard, a university professor, primary school teacher and educational consultant, says it is essential for parents to read social networks' policies thoroughly.	Estuardo Guardia, catedrático universitario, profesor de primaria y consultor educativo, comenta que resulta indispensable que los padres de familia lean a conciencia las políticas de las redes sociales.
By understanding all the clauses, they have solid grounds to talk to their children about the implications of opening an online account.	Al comprender cada uno de los incisos ellos tienen fundamentos sólidos para conversar con sus hijos sobre las implicaciones de abrir una cuenta en Internet.
"For example, the age at which you are allowed to share or publish" he says.	"Por ejemplo, la edad y lo que está permitido compartir o publicar", dice.
According to Guardia, it is important to remind children the "don't talk to strangers" lesson.	De acuerdo con Guardia, resulta clave recordar a los hijos la lección de "no hables con extraños".
Unasur Summit closes without making public the Lima Declaration	Finaliza Cumbre de la Unasur sin hacer pública la Declaración de Lima
The Sixth Presidential Summit of the South American Union of Nations (Unasur) concluded today in Peru without making public the Lima Declaration, previously announced and theoretically signed by the seven attendee leaders.	La VI Cumbre presidencial de la Unión Suramericana de Naciones (Unasur) concluyó hoy en Perú sin que se hiciera pública la Declaración de Lima, anunciada previamente y teóricamente suscrita por los siete mandatarios asistentes.
Efe repeatedly tried to gain access to the document signed at the Sixth UNASUR Meeting of Heads of State and Government, but Presidential and Chancellery sources initially said they would deliver it after the summit closed, but later they claimed that it will be published at some point on the Peruvian Government website.	Efe intentó en repetidas oportunidades acceder al documento firmado en la VI Reunión Ordinaria de Jefes de Estado y de Gobierno de la Unasur, pero fuentes de Cancillería y de Presidencia señalaron en un inicio que lo iban a entregar tras la clausura, pero después afirmaron que en algún momento se publicará en la web del Gobierno peruano.
When asked about the text, they pointed out that the content had been disclosed by Peruvian President, Ollanta Humala, during a brief statement to the press.	Al ser consultadas por el texto, señalaron que el contenido había sido expuesto por el presidente de Perú, Ollanta Humala, durante unas breves declaraciones a la prensa.
Journalists' access to information from the Summit was restricted at all times.	El acceso de los periodistas a la información de la Cumbre estuvo restringido en todo momento.
During the summit, in the press room, only video was aired, with no sound, showing the presidential meeting with the message "closed session, audio restricted."	Durante la jornada solo se transmitió, en la sala de prensa, el video sin sonido de la asamblea presidencial con el mensaje "sesión privada, audio restringido".
The little information that circulated among reporters was given by the press spokesmen of some of the UNASUR governments attending the meeting, but not the Peruvian Government.	La poca información que circuló entre los reporteros fue entregada por los portavoces de prensa de algunos de los gobiernos de la Unasur asistentes a la cita, aunque no el peruano.
The only document released during the summit was the list of attending presidents, which angered hundreds of journalists from various national and international media, who asked for more details.	El único documento divulgado durante la jornada fue la lista de presidentes asistentes, lo que ocasionó el malestar de cientos de periodistas de diversos medios nacionales e internacionales que pedían mayores datos.
The Peruvian President then sent an email to the media with the "final statement" of the summit, but this was Humala's statement, and not the official document that closed the summit.	Posteriormente, la Presidencia de Perú envió un correo electrónico a los medios con la "declaración final" de la cumbre, pero se trata del pronunciamiento de Humala, y no del documento oficial que cerró la cumbre.
Last October, Peru hosted the Third Summit of South American-Arab Countries (ASPA), and this time, despite repeated requests from the press, the previously announced Lima Declaration was again not made public.	En octubre pasado, Perú fue el anfitrión de la III Cumbre América del Sur-Países Árabes (ASPA), y en esa ocasión, pese a ser requerida insistentemente por la prensa, tampoco se difundió la también llamada Declaración de Lima que previamente habían anunciado.
The ASPA official website confirms that the document was published last Tuesday.	En la web oficial de ASPA se puede corroborar que el documento fue publicado el pasado martes.
At both international events, the Peruvian authorities were at pains to ensure that there were broadcasting systems assured for all the journalists, but limited the obtaining of information to a maximum.	En ambas citas internacionales, las autoridades peruanas se esforzaron en que hubiera sistemas de transmisión asegurados para todos los periodistas pero limitaron al máximo la obtención de información.
The summit also concluded with the joint commitment of Chile and Peru to accept a ruling by the Hague Court to adjudicate a border dispute between the two countries.	La cumbre concluyó también con el compromiso conjunto de Chile y Perú de aceptar un fallo de la Corte de La Haya que dirima un diferendo fronterizo entre ambos países.
The Presidents of Peru, Ollanta Humala, and Chile, Sebastián Piñera, met during the regional event and confirmed that they will respect the decision of the International Court of Justice (ICJ), which on Monday, at The Hague, will start to hear the arguments of both parties, in the lawsuit Lima has filed against Santiago.	Los presidentes de Perú, Ollanta Humala, y de Chile, Sebastián Piñera, se reunieron durante la cita regional y ratificaron que respetarán la decisión de la (CIJ), que comienza el lunes en La Haya a escuchar los alegatos de ambas partes, en el proceso que Lima presentó contra Santiago.
"We will obey and execute the order that currently defines the differences we are bringing before this international court" said Humala, together with his Chilean counterpart.	"Acataremos y ejecutaremos la sentencia que define las diferencias que hoy día estamos llevando a esta corte internacional", dijo Humala, junto a su par chileno.
"Chile has been, is and will remain a country that respects international law and the peaceful resolution of disputes, treaties and international courts" added Piñera, greeting Humala with a handshake, alongside the flags of the two countries.	"Chile ha sido, es y va a seguir siendo un país respetuoso del derecho internacional, de la solución pacífica de las controversias, de los tratados y de los tribunales internacionales", agregó Piñera, y saludó con un apretón de manos a Humala, junto a las banderas de los dos países.
Confirmation of both presidents that they would submit to the ICJ came after Colombia this week denounced the Bogotá Pact, whereby it accepted to submit to the judgement of this international court, following a decision on its maritime boundary with Nicaragua which it regarded as seriously flawed.	La confirmación de ambos presidentes de que se someterán a la CIJ ocurrió luego que Colombia denunciara esta semana el Pacto de Bogotá por el que había aceptado someterse a los fallos de ese tribunal internacional, luego de una decisión sobre límites marítimos con Nicaragua que consideró gravemente errónea.
The summit was held with the absence of the Presidents of Brazil, Dilma Rousseff; Venezuela, Hugo Chavez; Bolivia, Evo Morales; and Argentina, Cristina Kirchner.	La cumbre se realizó con las inasistencias de los presidentes de Brasil, Dilma Rouseff; Venezuela, Hugo Chávez; Bolivia, Evo Morales; y Argentina, Cristina Kirchner.
Paraguay, which was suspended by UNASUR in 2011 after the dismissal of former President Fernando Lugo, was not involved in the meeting.	Paraguay, suspendido de Unasur desde 2011 tras la destitución de su ex presidente Fernando Lugo, no participó de la cita.
Host President Ollanta Humala was responsible for opening the session in the morning and closing the summit, just after noon in Lima.	El presidente anfitrión, Ollanta Humala, fue el encargado de abrir las deliberaciones en la mañana y cerrar la cumbre, poco después del mediodía de Lima.
The President read the final document which reported that 16 agreements were adopted and the action plans laid down for 31 projects between the South American countries, for a total of 17 billion dollars of investments.	El mandatario leyó el documento final en el que informó que se adoptaron 16 acuerdos y se fijaron las líneas de acción para 31 proyectos entre los países sudamericanos por un total de 17 mil millones de dólares en inversiones.
Among the resolutions adopted, it was mentioned that UNASUR countries will take "important steps toward the goal of a South American citizenship, for which residence agreements are being extended." 	Entre los acuerdos adoptados mencionó que los países de UNASUR darán "pasos importantes hacia la meta de una ciudadanía sudamericana para lo que estamos ampliando los acuerdos sobre residencia".
He reported that actions are being implemented to improve "cooperation in the fight against insecurity and transnational organised crime, actions to make medication more accessible, low-cost Internet access in all areas of South America, and to deal jointly and efficiently with risks of natural disasters."	Informó que se impulsan acciones para mejorar "la cooperación en la lucha contra la inseguridad ciudadana y contra el crimen organizado trasnacional, acciones para hacer más accesibles los medicamentos, el acceso a internet a bajo precio en todos los rincones de Sudamérica, y atender de manera conjunta y eficiente los riesgos de desastres naturales".
With Europe in crisis, "economic consolidation (in Latin America) should not have a triumphalist attitude but should serve to expand its productive matrix and glimpse a better future for its people" Humala added.	Con una Europa en crisis, "la consolidación económica (de América Latina) no debe tener una matriz triunfalista sino que debe servir para ampliar nustra matriz productiva y vislumbrar un mejor futuro para nuestros pueblos", agregó Humala.
"We decided to focus on a group of 31 flagship projects that will improve connection among areas of South America, especially in rural and border areas... uniting our countries and creating new economic networks" said the Peruvian President in a message read out.	"Hemos decidido privilegiar un grupo de 31 proyectos emblemáticos que mejorarán la conexión de los espacios de América del Sur, especialmente en zonas rurales y de fronteras...uniendo a nuestros países y generando nuevos circuitos económicos", dijo el presidente peruano en un mensaje leído.
Among these projects, he mentioned that five are in Peru and are located in the transverse axes of its territory, between the coast and Brazil, and two focus on increased connection with Ecuador, although he gave no further details.	Entre esos proyectos, mencionó que cinco corresponden a Perú, y estan localizados en los ejes transversales de sus territorio, desde la costa hacia Brasil, y dos apuntan a una mayor conexión con Ecuador, aunque no dio mayores detalles.
Also, the final document mentioned the political situation in Paraguay.	Asimismo, el documento final mencionó la situación política en Paraguay.
"We hope the electoral process in that country serves to reincorporate it in the Union of South American Nations," from which it is currently excluded.	"Esperamos que el proceso electoral en ese país sirva para su reincorporación a la Unión de Naciones Sudamericanas", de la cual se encuentra actualmente excluido.
The need for Latin America to remain a prosperous, peaceful and integrated nation, with good neighbourly relations, was another issue highlighted by the summit.	La necesidad de que América Latina se mantenga como una región de prosperidad y paz, integrada, y de buenas relaciones entre vecinos, fue otro de los asuntos subrayados por la cumbre.
In this sense, the President of Colombia, Juan Manuel Santos, said before attending the start of the regional event that he expected to meet with his counterpart from Nicaragua, Daniel Ortega, on Saturday in Mexico, to respectfully discuss the maritime dispute after the failure of the ICJ, questioned by Bogota.	En este sentido, el presidente de Colombia, Juan Manuel Santos, dijo antes de iniciar su participación en la cita regional que esperaba reunirse con su par de Nicaragua, Daniel Ortega, el sábado en México para tratar en forma respetuosa el diferendo marítimo tras un fallo de la CIJ, cuestionado por Bogotá.
"The day after tomorrow (Saturday) I might have a meeting with President Daniel Ortega" Santos said.	"El día de mañana (sábado) es posible que tenga un encuentro con el presidente Daniel Ortega", dijo Santos.
"We will review all these paths, [which] are not exclusive, and the treaty with Nicaragua will require a conversation with Nicaragua" he emphasised.	"Vamos a revisar todos estos caminos, no son excluyentes, inclusive el tratado con Nicaragua va a requerir una conversación con Nicaragua", subrayó.
"With President Ortega, I hope I can say that we handle this in the most civilised and respectful manner possible" said Santos.	"Con el presidente Ortega espero poder decirle que manejemos esto de la forma más civilizada y respetuosa posible", añadió Santos.
Santos and Ortega are due to meet on Saturday in Mexico, where they expect to attend the inauguration of the country's new President, Enrique Peña Nieto.	Santos y Ortega se encontrarían el sábado en México donde tienen previsto asistir a la toma de mando del nuevo presidente de ese país, Enrique Peña Nieto.
Also, as part of the summit, the bloc's foreign defence ministers met in advance to approve the 2013 Action Plan, which seeks to strengthen dialogue and consensus on defence in the region.	Asimismo, como parte de la cumbre, los ministros de Defensa del bloque se reunieron previamente para aprobar el Plan de Acción del año 2013, que busca fortalecer el diálogo y el consenso en materia de Defensa en la región.
Argentina, Bolivia, Colombia, Ecuador, Peru, Brazil, Uruguay, Venezuela, Chile, Guyana, Surinam and Paraguay make up UNASUR, although the latter is currently suspended.	Argentina, Bolivia, Colombia, Ecuador, Perú, Brasil, Uruguay, Venezuela, Chile, Guyana, Surinam y Paraguay integran UNASUR, aunque el último país se encuentra suspendido.
Peru has the pro tempore presidency of the regional bloc.	Perú tiene la presidencia pro témpore del bloque regional.
"South America should learn from Europe to integrate citizenship" says Rafael Correa	"Suramérica debe aprender de Europa para integrar una ciudadanía": Rafael Correa
The President of Ecuador, Rafael Correa, said today that the creation of a common citizenship is a goal that "South America, in this case, must learn from Europe."	El presidente de Ecuador, Rafael Correa, afirmó hoy que la creación de una ciudadanía común es una meta en la que "Suramérica, en este caso sí, debe aprender de Europa".
Correa, who took part in the Eleventh Presidential Summit of the Union of South American Nations (UNASUR) held in Lima, told Peru's state television that Europeans "killed one another in the Second World War" and other conflicts, "but are now practically one country."	Correa, que participó en la VI Cumbre presidencial de la Unión de Naciones Suramericanas (Unasur), celebrada en Lima, declaró a la estatal TV Perú que los europeos "se mataron en la Segunda Guerra Mundial" y en otros conflictos, "pero ahora son prácticamente una patria".
To this end, he defended the project to establish South American citizenship encouraged by member countries of UNASUR.	Defendió, en ese sentido, el proyecto de establecer la ciudadanía suramericana que alientan los países miembros de la Unasur.
"We have to achieve the free movement of citizens and workers for any South American country, as is already the situation with members of the Andean Community. However, there are still reactionary sectors that want us to return to the past" he said.	"Hay que conseguir la libre movilidad de ciudadanos y trabajadores por cualquier país suramericano, como ya ocurre con los integrantes de la Comunidad Andina, pero todavía hay sectores reaccionarios que nos quieren devolver al pasado", advirtió.
The Ecuadorian President was also in favour of the restructuring of the Organisation of American States (OAS) under the premise of reducing the influence of the Anglo-Saxon states and taking into account those who have signed the Pact of San José on human rights.	El presidente ecuatoriano se mostró, además, a favor de la recomposición de la Organización de Estados Americanos (OEA) bajo la premisa de rebajar la influencia de los estados anglosajones y tener en cuenta a los que han firmado el pacto de San José sobre los derechos humanos.
Those who speak with authority never commit to anything, whereas we South Americans sign everything. 	Los que dan cátedra nunca se comprometen a nada y, en cambio, nosotros los suramericanos lo firmamos todo.
"It is incomprehensible that the Inter-American Commission on Human Rights is in Washington under US funding" he said referring to Ecuador giving political asylum to WikiLeaks founder Julian Assange.	"Es incomprensible que la Comisión Interamericana de Derechos Humanos esté en Washington bajo la financiación de Estados Unidos", afirmó en alusión al asilo político dado por Ecuador al fundador de WikiLeaks, Julian Assange.
Correa said he does not regret that decision because with it he has not betrayed his principles, but has respected his "deep democratic and human rights values."	Correa aseguró que no está arrepentido de esa decisión porque con ello no ha traicionado sus principios, sino que ha respetado sus "profundos valores democráticos y de derechos humanos".
He added that, at the time, "he had reasonable suspicion that Assange would be extradited to another country and that his case would not be respected."	Agregó que, en su momento, "había sospechas fundadas de que Assange fuera extraditado a un tercer país y no se respetara su proceso".
Additionally, he criticised the Swedish courts for demanding that he be subject to questioning for an alleged sexual offence in his country, when "Swedish legislation itself dictates that he can be questioned via videoconference, which could be done from the Ecuadorian Embassy in London."	Criticó, además, a la justicia sueca por exigirle que se someta en su territorio al interrogatorio por un presunto delito sexual cuando "la propia legislación sueca permite realizarlo mediante videoconferencia, que se podría hacer desde la embajada de Ecuador en Londres".
Correa said that there is a risk of deterioration of Assange's physical and mental health.	Correa afirmó que existe el riesgo de que se deteriore la salud física y mental de Assange.
"I have not spoken to him since he was at our embassy, but the ambassador informed me that he had a minor lung problem, nothing serious" said the Ecuadorian President.	"No he hablado con él desde que está en nuestra embajada, pero la embajadora me informó que tenía un pequeño problema pulmonar, nada grave", dijo el mandatario ecuatoriano.
What there is, is the danger that his physical and mental health may deteriorate due to being locked in a small space without any outdoor exercise.	Lo que sí hay es el peligro de que se deteriore su salud física y mental por estar encerrado en un espacio pequeño sin poder hacer ejercicios al aire libre.
"That would complicate the health of any person" he added.	"Eso complica la salud de cualquier persona", agregó.
Correa said that the solution to the asylum granted to Assange in June by the Ecuadorian Embassy, in London, through the issue of a safe-conduct pass that permits travel to Ecuador, is in the hands of Great Britain, Sweden and the European legal authorities, and stressed that there have been talks with London to seek a solution to the imprisonment of the WikiLeaks founder.	Correa señaló que la solución al asilo otorgado a Assange desde junio en la embajada ecuatoriana en Londres, mediante la concesión de un salvaconducto que le permita viajar a Ecuador, está en manos de Gran Bretaña, Suecia y las autoridades jurídicas europeas y subrayó que ha habido conversaciones con Londres en busca de una solución al encierro del fundador de WikiLeaks.
We do not negotiate with human rights, we do not use that word in this case, but there have been ongoing discussions.	Nosotros no negociamos con derechos humanos, esa palabra no la utilizamos en este caso, pero ha habido permanentes conversaciones.
"The solution to this problem is in the hands of Great Britain, Sweden and the European legal authorities, because Assange's lawyer, Baltazar Garzon, is handling a series of cases in different European courts" he said.	"La solución de este problema está en manos de Gran Bretaña, Suecia y de las autoridades jurídicas europeas porque el abogado de Assange, Baltazar Garzón, está haciendo una serie de procedimientos en diferentes instancias europeas", mencionó.
And he felt that "if Britain says no to the safe-conduct pass, it's over."	Y opinó que "si Gran Bretaña da mañana el salvoconducto esto se acaba".
And if Sweden, as its legislation perfectly well allows it to do, and as it has done in other cases, questions Mr Assange at the Embassy of Ecuador in London, or interrogates him via Skype tomorrow, this problem is over.	Y si Suecia, como perfectamente lo permite su legislación y como ha hecho en otros casos, interroga al señor Assange en la embajada de Ecuador en Londres o lo interroga vía Skype mañana mismo se acaba este problema.
Correa took the opportunity to reassert himself as a defender of freedom of the press and stated that what he does not tolerate is "the mediocrity, dishonesty and lies that undermine the freedom of expression."	Correa aprovechó para reafirmarse como un defensor de la libertad de prensa y matizó que lo que no tolera es "la mediocridad, la mala fe y la mentira, que desvirtúan la libertad de expresión".
"The greatest enemies of the press freedom are not evil and wicked politicians, but bad journalists depending on profit, blackmail and extortion" he said.	"Los mayores enemigos de la libertad de prensa no somos los políticos malvados y perversos sino los malos periodistas en función del lucro, el chantaje y la extorsión", dijo.
In that regard, he welcomed the fact that it was no longer these journalists, "or the bankers or bourgeois and hegemonic countries that dominate Ecuador" and said that, if re-elected, he will "step up the revolution to continue on the same path and in the right direction."	En ese aspecto se congratuló que ya no sean estos periodistas "ni los banqueros ni los países hegemónicos y burgueses los que dominan a Ecuador", y adelantó que de ser reelegido "profundizará en la revolución para continuar el camino y la dirección correcta".
Correa also supported the decision to maintain the veto on Paraguay in UNASUR, at least until their next elections, arguing that the body "must be firm and not tolerate opportunism and a coup masked with legality" because this will in fact "destroy the legitimacy of Paraguayan democracy."	Correa también apoyó la decisión de mantener el veto a Paraguay en la Unasur al menos hasta sus próximas elecciones, al argumentar que el organismo "debe ser firme y no tolerar el oportunismo y el golpismo revestido de legalidad" porque en realidad "destrozó la legitimidad de la democracia paraguaya".
The Ecuadorian President also considered the "perfectly pertinent" desire of his Colombian counterpart, Juan Manuel Santos, to now negotiate with Nicaragua the maritime boundary between the two countries, after the ruling of the International Court of Justice in The Hague, in favour Nicaraguan maritime sovereignty.	El presidente ecuatoriano consideró, además, "perfectamente pertinente" el deseo de su homólogo colombiano, Juan Manuel Santos, de negociar ahora con Nicaragua los límites marítimos entre ambos países tras el fallo de la Corte Internacional de Justicia de La Haya, que benefició a la soberanía marítima nicaragüense.
For now that ruling is not being followed.	Por el momento no se acata ese fallo.
It is a problem between a South American country and a Central American one.	Es un problema entre un país sudamericano y uno centroamericano.
Conflict is inevitable, but must be overcome by the desire to walk together.	Los conflictos son inevitables, pero deben ser superados por la voluntad de caminar juntos.
They need to be processed in a comprehensive manner to overcome them and move forward.	Hay que procesarlos de forma amplia para superarlos y seguir adelante.
Additionally, he trusted in a sound conclusion to the maritime boundary dispute opposing Peru and Chile in the same court and said that "it is right for Latin America to refer to international courts if both countries agree to accept losing, however hard it may be."	Asimismo confió en una buena conclusión del litigio por límites marítimos que mantienen en el mismo tribunal Perú y Chile y opinó que "es correcto para América Latina buscar instancias internacionales si los dos países se comprometen a aceptar fallo por duro que sea".
With reference to the possibility of his standing as a candidate in the upcoming presidential elections in Ecuador seeking a third consecutive term, he said he sees that possibility "with much optimism and joy, although at times it is pretty hard."	En referencia a la eventualidad que se presente como candidato en las próximas elecciones presidenciales en Ecuador para buscar un tercer mandato consecutivo señaló que ve esa posibilidad "con mucho optimismo y alegría, aunque a veces es bastante duro".
Correa said that if he loses the elections in February 2013, he will retire from public life.	Correa aseguró que si pierde los comicios de febrero del 2013 se retirará de la vida pública.
Personally, I've never been interested in power, but in situations as unjust as those in Ecuador, socio-economic poverty can only be corrected by political power.	En lo personal jamás me ha interesado el poder, pero en situaciones tan injustas como la de Ecuador esa pobreza socioeconómica solo se puede corregir desde el poder político.
"My political movement believed that it was me who ensured that probable victory, so we have to accept that responsibility" he said.	"Mi movimiento pólitico creyó que era yo quien garantizaba esa probable victoria, pues tenemos que aceptar esa reponsabilidad", dijo.
If I won, it would be my last period in office and then I would leave public life.	De ganar sería mi último período en la presidencia y de ahí salimos de la vida pública.
If I lose, likewise.	Si perdemos igual.
"It's a decision" he confirmed.	"Es una decisión", afirmó.
Correa also referred to Venezuelan President Hugo Chavez's new health treatment in Cuba.	Correa se refirió también al nuevo tratamiento de salud del presidente venezolano Hugo Chávez en Cuba.
I just spoke with Venezuelan Vice President Nicolás Maduro and he tells me that Chavez went for treatment that was already planned, routine treatment, and it was expected he would win the campaign and return to Cuba.	Acabo de hablar con el vicepresidente venezolano Nicolás Maduro y me dice que viajó a un tratamiento que ya estaba planificado, de rutina, que se esperó que pase la campaña para volver a Cuba.
"This does not mean a health relapse for President Chavez" he said.	"No significa una recaída en el estado de salud del presidente Chávez", comentó.
In Lima today, the Ecuadorian Head of State attended the Sixth Summit of Heads of State and Government of the Union of South American Nations (UNASUR), which concluded with calls for greater regional integration to sustain progress, equality and security.	El jefe de Estado ecuatoriano participó hoy en Lima en la VI Cumbre de jefes de Estado y Gobierno de la Unión de Naciones Suramericanas (Unasur) que concluyó con llamados a una mayor integración regional para sostener el progreso, la igualdad y la seguridad.
Deaths caused by AIDS are nowadays due to late detection	Muertes por sida hoy son causa de detección tardía
Fabrizio was 21 years old when they confirmed his test result: HIV positive.	Fabrizio tenía 21 años de edad cuando le confirmaron el resultado de la prueba: SIDA positivo.
"It was like a bomb dropped on me" he says, recalling the time of the announcement, which the doctor was trying to make "softer," apparently unsuccessfully.	"Fue como si me cayera una bomba", refiere al rememorar el momento del anuncio, que el médico intentaba hacer "más suavecito", sin éxito evidente.
The boy hid it from his family.	El muchacho lo ocultó a su familia.
He decided to care for his illness alone and began to learn about it; thanks to his efforts he has just celebrated his 43rd birthday.	Decidió hacerse cargo solo de su enfermedad y comenzó a informarse sobre ella; con tal empeño que ya festejó su cumpleaños 43.
He is undoubtedly one of the oldest patients in the HIV Unit of the Guadalajara Civil Hospital (CHG), where he arrived in 1994 after several battles with his health.	Es, sin duda, uno de los pacientes más antiguos de la Unidad de VIH del Hospital Civil de Guadalajara (HCG), a la que llegó en 1994 después de varias batallas.
