28-Year-Old Chef Found Dead at San Francisco Mall	28 Yaşındaki Aşçı San Francisco Alışveriş Merkezinde Ölü Bulundu
After truly exceptional showings of utter dominance at Beijing and London, expectations have been played down in the lead-up to Rio.	Pekin ve Londra'da büyük üstünlük gösterilmesi sonrasında, Rio'da beklentiler oldukça azaltıldı.
There have been dramas in the background, not least the resignation of technical director Shane Sutton in April amid sexism and bullying allegations, and the retirements of giant figures like Hoy and Victoria Pendleton.	Arka planda, teknik direktör Shane Sutton'ın cinsiyetçilik ve zorbalık suçlamaları nedeniyle Nisan ayındaki istifası ve Hoy ve Victoria Pendleton gibi önemli isimlerin emekli olmasını da içeren birçok kötü gelişme yaşandı.
However, on the evidence of the first night's racing in the velodrome, it looks like GB's now legendary reputation for peaking at the perfect time could be about to be repeated once again.	Ancak pistteki yarışlardan sonraki ilk gece gösteriyor ki Büyük Britanya'nın mükemmel sürede bitirme konusundaki destansı itibarı bu sefer yeniden kanıtlanabilecek.
Portland smelter's future in doubt with axing of power contract	Enerji sözleşmesinin iptali ile Portland izabe ocağının geleceği şüpheli
The future of the Portland aluminium smelter in Victoria - and the jobs of hundreds of workers - is in doubt with the power company which supplies the plant disclosing one of the plant's owners is to terminate a supply contract, with all supply contracts expected to be axed.	Victoria'daki Portland alüminyum izabe ocağının geleceği ve yüzlerce işçinin işi, tesise enerji sağlayan enerji şirketinin tüm tedarik sözleşmelerinin iptaline yol açacak şekilde tesis sahiplerinden birinin bir tedarik sözleşmesinin feshini açıklamasının ardından belirsizliğe düştü.
The move follows the decision of the Victoria government earlier this year to not extend subsidies provided to keep the plant in operation.	Bu hareket, bu yılın başlarında Victoria hükümetinin tesisin çalışmaya devam etmesi için sübvansiyonların aşılmaması yönünde aldığı kararın ardından ortaya çıktı.
A 20-year fixed subsidy expires in November.	20 yıllık sabit sübvansiyonun süresi Kasım'da doluyor.
Up to 2000 jobs may be at risk at Alcoa's Portland plant.	Alcoa'nın Portland tesisinde 2000'e kadar iş risk altında olabilir.
As many as 2000 jobs - direct and indirect - could be at risk with any closure.	Herhangi bir kapanma işlemi, 2000 kadar işin doğrudan ya da dolaylı olarak risk altına girmesine neden olabilir.
And there could be additional knock-on effects since the smelter consumes around 10 per cent of Victoria's entire electricity output.	Ve izabe ocağı Victoria'nın tamamının elektriğinin yaklaşık yüzde 10'unu tükettiği için ilave zincirleme etkiler de oluşabilir.
In 2014, Alcoa closed the Point Henry smelter which led to the closure last year of the Anglesea power plant.	2014 yılında, Alcoa Point Henry izabe ocağını kapattı ve bu da geçen sene Anglesea enerji santralinin kapatılmasına yol açtı.
Alcoa's Portland smelter is losing money and risks closure.	Alcoa'nın Portland izabe tesisi para kaybediyor ve kapanma riski ile karşı karşıya.
The moves follows speculation about the future of the plant for several years now, initially in the wake of the strong Australian dollar and more recently due to the price for the output from the plant.	Bu gelişmeler, başlangıçta Avustralya dolarının güçlenmesi ve kısa süre önce tesisin tüketim ücretine dayalı olarak tesisin geleceği için birkaç yıldır yapılan spekülasyonlar sonrasında ortaya çıkmıştır.
AGL, which supplies the big aluminium smelter with electricity from its Loy Yang A power plant in the Latrobe Valley, said it expects the other three owners will also move to terminate their agreements.	Büyük alüminyum izabe ocağına Latrobe Vadisi'nde bulunan Loy Yang A enerji santralinden enerji sağlayan AGL, diğer üç sahibin de sözleşmelerini feshetme yönünde harekete geçmesini beklediğini ifade etti.
The plant is majority owned by a joint venture of Alcoa and Alumina, with China's CITIC and Japan's Marubeni Corp holding smaller shares.	Tesisin büyük bir çoğunluğu Alcoa ve Alumina'nın ortak girişimine ait ve Çin'in CITIC, Japonya'nın da Marubeni Corp şirketleri daha küçük hisselere sahip.
"AGL expects the Portland facility to continue to operate, meaning physical demand for electricity from the smelter will continue," it said.	"AGL, Portland tesisinin çalışmaya devam etmesini bekliyor; bu da izabe ocağının fiziksel elektrik talebinin devam edeceği anlamına geliyor" dedi.
AGL said the contracts are so-called 'hedging contracts' which were due to take effect from November 2016.	AGL, sözleşmelerin Kasım 2016'dan itibaren yürürlüğe girmesi gereken "risk dengeleme sözleşmeleri" olduğunu ifade etti.
The contracts have a 12-month termination period so they will actually finish in 2017.	Sözleşmelerin 12 aylık bir fesih dönemi olduğundan 2017 yılında tamamlanacaklar.
"As such, AGL continues to expect the contracts to contribute to earnings in fiscal year 17," the power company said.	Enerji şirketi, "Bu nedenle, AGL, sözleşmelerin 2017 mali yılına da katkıda bulunmasını beklemeye devam edecek" dedi.
Any potential earnings impact on AGL from FY18 onwards is currently limited by the strong futures market outlook for wholesale electricity prices.	AGL'nin 2018 Mali Yılı ve sonrası potansiyel kazanç konusunda maruz kalabileceği etkiler mevcut durumda, toptan elektrik fiyatları için güçlü bir vadeli sözleşme duruşu benimsemesi ile sınırlı.
AGL said it had already written down the value of the contracts in its accounts by $187 million in "anticipation of a termination event."	AGL, "feshin beklenmesi" nedeniyle hesaplarındaki sözleşmelerinin değerinin şimdiden 187 milyon dolar kadar düştüğünü ifade eti.
Alcoa said the decision to close out the contracts "does not affect Alcoa's ... ability to operate the smelter or secure electricity supply to the smelter."	Alcoa, sözleşmelerin sonlandırılmasına dair kararın "Alcoa'nın izabe ocağını işletme ya da izabe ocağına elektrik tedariği sağlama becerisini etkilemediğini" ifade etti.
The US company said it entered into a 20-year contract with Loy Yang in 2010 , which was due to commence from November this year, although it has yet to explain why it has pulled out of the contract.	ABD'li şirket, 2010 yılında 20 yıllık bir sözleşme imzaladı; bu sözleşmenin bu yıl Kasım ayında yürürlüğe girmesi gerekiyordu ancak henüz bu sözleşmeden neden çekilmediğini açıklamadı.
Analysts have been wary of the possible closure of both of the Portland smelter in Victoria and also the Tomago plant near Newcastle due to the poor economics of the industry.	Analizciler, hem Victoria'daki Portland izabe ocağının ve Newcastle yakınındaki Tomago tesisinin sektördeki ekonomik sıkıntılar nedeniyle kapanma olasılığına karşı tetikte.
Addressing analysts earlier in the week, AGL's head of operations, Stephen Mikkelsen said Portland uses around 600 megawatts of power annually and Tomago around 900 megawatts.	Bu haftanın başında analizcilere yanıt veren AGL'nin operasyonlar sorumlusu Stephen Mikkels, Portland'ın her yıl yaklaşık 600 megawatt, Tomago'nun da 900 megawatt enerji kullandığını söylemiştir.
If both of those plants go from the market that's a significant reduction in demand in the [electricity] market.	Bu tesislerden her ikisinin de piyasadan çekilmesi durumunda, [elektrik] piyasasındaki talebin kayda değer oranda düşmesine neden olacaktır.
And as a generator that wouldn't be good for us," he said.	Ve üretici olarak bu bizim için iyi bir gelişme olmaz" dedi.
Not just a Kardashian reality TV star, Kendall's on the cover of September's Vogue	Sadece Kardashian TV programının yıldızı değil; Kendall, Vogue'un Eylül sayısının kapağında
Kendall Jenner, 20, model and fourth daughter of mother-manager Kris's Kardashian-Jenner clan, is on the cover of US Vogue's coveted September issue.	Model ve yönetici anne Kris'in Kardashian-Jenner grubunun dördüncü kızı Kendall Jenner (20), ABD Vogue'un dört gözle beklenen Eylül sayısının kapağında.
Kendall, who is an Estee Lauder brand ambassador and has walked in Milan, Paris and New York fashion weeks, announced the news on her Instagram account on Thursday.	Bir Estee Lauder marka elçisi olan ve Milan, Paris ve New York moda haftalarında boy gösteren Kendall, bu haberi Perşembe günü Instagram hesabından duyurdu.
"In a room with a bunch of people I love, looking at this cover made me cry," Kendall wrote.	Kendall "Sevdiğim insanlarla dolu bir odada bu kapağa baktığımda ağladım" yazdı.
The cover revelation was followed by a bizarre (or simply Keeping Up with the Kardashians-esque?), scripted reality video that featured the entire Kardashian-Jenner family (bar troublemakers Rob and Caitlyn, and joined by everyone's favourite showbiz uncle, Keeping Up producer Ryan Seacrest) forgetting about their sister's cover, only to end with the classic twist: they were all planning a surprise party.	Kapağın açıklanmasının ardından, tüm Kardashian-Jenner ailesinin (barda sorun çıkaran Rob ve Caitlyn ve herkesin en sevdiği şov dünyasından amca, Keeping Up yapımcısı Ryan Seacrest) yer aldığı garip (ya da sadece Keeping Up with the Kardashians programına özgü), senaryolu bir realite videosu yayınlandı; videoda kız kardeşlerinin kapağını unutan aile daha sonra klasik bir son hazırlamıştı: aslında sürpriz bir parti hazırlıyorlardı.
It's the cliche plot line of nearly every "birthday" episode of a children's television show (Seacrest delivers the line, "You thought we forgot about you?," with the sincerity of a cartoon rabbit in an 8am timeslot), but Kris had to get her other girls in on this publicity somehow.	Bu neredeyse tüm çocuk televizyon programlarının her "doğum günü" bölümünün klişe hikaye çizgisi olsa da (Seacrest sabah 8'de bir çizgi film tavşanı samimiyeti ile "Seni unuttuğumuzu mu sandın?" diyor) Kris, diğer kızları da bir şekilde bu tanıtıma dahil etmeliydi.
Because, with a spot on Vogue's September issue, we have surely entered a new era of Kardashian.	Vogue'un Eylül sayısındaki bu gelişme ile yeni bir Kardashian dönemine girdiğimiz kesin.
Kendall's big sister Kim may have beaten her to the cover of Vogue (she shared it with husband Kanye West in April 2014), but the magazine's September cover is a league unto itself.	Kendall'ın ablası Kim, Vogue kapağına çıkma konusunda onu geçmiş olabilir (kapağı Nisan 2014'te eşi Kanye West ile paylaşıyordu) ancak derginin Eylül kapağı başlı başına bir başarı.
The September Issue is Vogue's highest selling edition of the year.	Vogue'un Eylül sayısı, yılın en çok satan sayısı oldu.
With a thickness more closely resembling a coffee table book than a fashion magazine, the issue attracts a huge number of advertisers (Fashionista counted 615 of last year's 832-page tome as advertising content).	Bir moda dergisinden çok kahve masası kitabını andıran kalınlığı ile bu sayı birçok reklamcının dikkatini çekti (Fashionista, geçen yılki 832 sayfalık cildin 615'inde reklam içeriği bulunduğunu tespit etti).
The revelation of its cover star is so hotly anticipated that, in the past two years, pictures of the magazine have been leaked before the official announcement.	Kapak yıldızının açıklanması da yakından izlenen bir süreç; geçtiğimiz iki yıldır derginin resimleri resmi duyuru öncesinde sızdırılıyor.
Previous women to feature on the cover include Naomi Campbell, Linda Evangelista and Kate Moss.	Daha önce kapakta yer verilen kadınlar arasında Naomi Campbell, Linda Evangelista ve Kate Moss bulunuyor.
In recent years, the cover has certainly featured more "celebrities who model" than "models who are celebrities."	Son yıllarda, kapakta "ünlü modellerden" çok "modellik yapan ünlülere" yer veriliyor.
Oscar winner and Dior ambassador Jennifer Lawrence was featured in 2013, the year after Lady Gaga had the honour.	Oscar ödüllü Dior elçisi Jennifer Lawrence 2013 yılında kapakta yer aldı, bir sonraki sene ise bu onur, Lady Gaga'ya bahşedildi.
But, even on the off-chance that Ms Jenner - who is described by the magazine as the "breakout model" of her generation - falls into the former category, she is in pretty good company.	Ancak dergi tarafından neslinin "parlayan modeli" olarak tanımlanan Bayan Jenner'ın önceki kategoriye alınması durumunda dahi, çevresinin oldukça iyi olduğu söylenebilir.
These celebrities are not relatives of famous people, or reality stars, or kids these days who know how to make a good Snapchat video (although Jenner is all of these things).	Bu ünlüler, ünlü kişilerin akrabası ya da realite şov yıldızları veya iyi Snapchat videosu çekmeyi bilen günümüzün gençleri değil (gerçi Jenner bunların hepsi).
They are legitimately talented women, excelling in the entertainment industry.	Bunların hepsi yeteneği meşru olan, eğlence sektöründe öne çıkan kadınlar.
Beyonce, who appeared on last year's cover, has had one of the strongest years of her career with the release of Lemonade.	Geçen yılın kapağında yer alan Beyonce, Lemonade'in çıkışı ile kariyerinin en iyi zamanlarından birini geçirdi.
Of course, not everyone is pleased about Jenner's success.	Tabii ki de herkes Jenner'ın başarısından memnun değil.
With her reality television history, Jenner's position within the fashion world was always going to be fraught.	Realite şov geçmişi nedeniyle, Jenner'ın moda dünyasındaki konumu her zaman rahatsız edici olacak.
In June, original Victoria's Secret model Stephanie Seymour criticised Jenner and her colleague Gigi Hadid, calling them the "bitches of the moment."	Haziran ayında, orijinal Victoria's Secret modeli Stephanie Seymour, Jenner ve meslektaşı Gigi Hadid'i eleştirerek onlara "zamanın şıllıkları" adını taktı.
This sentiment has boiled up again with the news of Jenner's Vogue cover appearance.	Jenner'ın Vogue'un kapağına çıkacağına dair haberler ortaya çıktığında bu düşünce tekrar su yüzüne çıktı.
But dwelling on the discontent seems beside the point.	Ancak memnuniyetsizliğe odaklanmak yersiz görünüyor.
Kendall Jenner is on the cover of the September Issue of Vogue.	Kendall Jenner, Vogue'un Eylül Sayısının kapağında.
She is a supermodel, in the purest sense of the word.	Kendisi kelimenin tam anlamıyla bir süper model.
She's walking for Marc Jacobs.	Kendisi Marc Jacobs'un defilelerine çıkıyor.
She's selling you Estee Lauder foundation.	Size Estee Lauder fondöten aldırıyor.
She, and all of her sisters, are selling you pictures of themselves on their respective paywalled apps.	Kendisi, kız kardeşleri ile birlikte size ilgili ödeme duvarlı uygulamalarda kendi resimlerini satıyor.
She's selling pictures of Cindy Crawford's daughter she photographed to LOVE magazine.	Fotoğraflarını çektiği Cindy Crawford'un kızının resimlerini LOVE dergisine satıyor.
And, in her downtime, possibly just as a way still to see sister Kourtney and her kids, she's on reality television.	Ve boş zamanlarında, belki de sadece kardeşi Kourtney ve çocuklarını görmek için televizyonda realite şovda yer alıyor.
Community legal centres turn away 160,000 people a year	Toplumsal hukuki destek merkezleri her yıl 160.000 kişiyi geri çeviriyor
More than 160,000 of the nation's most vulnerable are turned away from community legal centres every year, with the sector bracing itself for the impact further funding cuts will have on already-stretched operations.	Sektör, hali hazırda zorlanan operasyonlarda daha fazla finansman kesintisinin yaratacağı etkiye hazırlanırken, ulusun en korunmasız kesiminden 160.000'in üzerinde kişi toplumsal hukuki destek merkezlerinden geri çevriliyor.
In Queensland, three out of five people - mostly the elderly, immigrants, vulnerable workers, victims of violence and those without resources to fight unfair evictions and the like - are already turned away while seeking free legal advice and representation.	Queensland'de beş kişiden üçü (çoğunlukla yaşlılar, göçmenler, korunmasız işçiler, şiddet mağdurları ve adil olmayan tahliye kararları ile mücadele edecek kaynağı olmayanlar ve benzerleri) ücretsiz hukuki tavsiye ve temsil ararken geri çevriliyor.
Community legal services, already stretched beyond limits, are bracing for further cuts.	Olanaklarını tüketmiş olan toplumsal hukuki destek hizmetleri, daha fazla kesintiye hazırlanıyor.
From June next year, those legal centres are slated to lose another 30 per cent of their federal funding.	Önümüzdeki yılın Haziran ayından itibaren bu hukuki destek merkezlerinin federal finansmanın yüzde 30'undan daha mahrum bırakılması planlanıyor.
Director of Community Legal Centres Queensland James Farrell said the latest National Association of Community Legal Centres Census Report found thousands of people were already being turned away each year.	Toplumsal Hukuki Destek Merkezlerinin Queensland Direktörü James Farrel, Toplumsal Hukuki Destek Merkezleri Ulusal Birliğinin son Sayım Raporunda her yıl binlerce kişinin geri çevrildiğinin tespit edildiğini bildirdi.
Mr Farrell said without a reversal of the federal government decision, the situation was only going to get worse.	Bay Farrel, federal hükümet kararının geri alınmaması halinde durumun çok daha kötüleşeceğini ifade etti.
"Queensland's community legal centres are chronically underfunded, meaning thousands of people are turned away from the vital services they need," he said.	Kendisi "Queensland'in toplumsal hukuki destek merkezleri kronik bir şekilde finansal olarak yetersiz destek alıyor bu da binlerce kişinin ihtiyaç duyduğu hayati önem taşıyan hizmetlere ulaşamaması anlamına geliyor," dedi.
People leaving violent relationships, people with unmanageable and crippling debts, families going through separation, workers who are unfairly sacked - all of these people have problems with legal dimensions, and this report shows that they're not able to get the help they need.	Şiddet içeren ilişkiler içinde olan, yönetimi güç ve bel kıran güçlerle mücadele eden insanlar, ayrılma sürecindeki aileler ve adil olmayan şekilde işten çıkarılan işçiler... Bunların tümü hukuki boyutları olan sorunlarla karşılaşıyor ve bu rapora göre ihtiyaç duydukları yardıma ulaşamıyor.
The federal government will cut funding by 30 per cent from June 2017, which means thousands more vulnerable Queenslanders will be forced to navigate complex legal problems without help.	Federal hükümet, Haziran 2017'den itibaren finansmanı yüzde 30 oranda kesecek bu da korumasız durumdaki binlerce Queensland sakininin daha karmaşık hukuki sorunlarla yardım almadan baş etmek zorunda bırakılması demek.
We call on the Attorney-General, and Queensland Senator George Brandis to immediately reverse these funding cuts, so people can get the help they need when they're faced with a legal problem.	İnsanların hukuki bir sorunla karşı karşıya kaldığında ihtiyaç duyduğu desteği alabilmesi için Adalet Bakanı ve Queensland Senatörü George Brandis'i derhal bu finansman kesintilerini geri almaya çağırıyoruz.
Last year, the state government delivered on its commitment to bring legal aid funding up to the national average.	Geçen sene, hükümet, hukuki destek finansmanını ulusal ortalama düzeye çıkarma yönündeki vaadini yerine getirmişti.
It's now time to look at the needs of community legal centres and their client communities, and for the Palaszczuk government to invest in this important work.	Artık toplumsal hukuki destek merkezlerine ve bunların hizmet verdiği topluluklar ile Palaszczuk hükümetinin bu önemli çalışmaya yapacağı yatırıma bakmalıyız.
Donald Trump campaign sued after staffer allegedly pulled a gun	Personelin silah çektiği iddiası sonrasında Donald Trump'ın kampanya ekibi dava edildi
New York: Donald Trump's campaign was sued for allegedly doing nothing after being told that the director of its North Carolina operations pulled a gun on a staffer as they drove in a Jeep in February.	New York: Donald Trump'ın kampanya ekibi, Kuzey Carolina operasyonları direktörünün Şubat ayında cip ile gezerken bir personele silah çektiğinin söylenmesinin ardından hiçbir eylemde bulunmadığı suçlaması nedeniyle dava edildi.
The incident was described in a lawsuit filed on Wednesday in state court in Charlotte by Vincent Bordini, a former software trainer for the state campaign.	Vaka, Çarşamba günü eyalet kampanya ekibindeki eski yazılım eğitmeni Vincent Bordini tarafından eyalet mahkemesinde açılan davada açıklandı.
Bordini said he waited for months for the situation to be handled internally before realising "this was not going to happen."	Bordini, aylarca içeriden durumla ilgilenilmesini beklediğini ancak daha sonra "bunun olmayacağını" fark ettiğini ifade etti.
The director, Earl Phillip, "produced a pistol, put his right index finger on the trigger, and drove the barrel into Vincent's knee cap," Bordini said in the complaint.	Bordini'nin şikayetinde belirttiği üzere, Direktör, Earl Philip "bir silah çıkardı, sağ işaret parmağını tetiğe koydu ve namluyu Vincent'ın diz kapağına doğru tuttu".
After complaining to local and regional campaign leadership, Bordini learned that at least four other people had experience the same thing with Phillip, according to the filing.	Şikayete göre, Bordini yerel ve bölgesel kampanya ekibi liderlerine şikayette bulunduktan sonra en az dört kişinin daha Phillip ile aynı deneyimi yaşadığını öğrendi.
"Guns don't have to fire to inflict damage," Bordini said in the complaint.	Bordini şikayetinde "Silahların hasar vermesi için ateşlenmesine gerek yok" dedi.
The suit comes just two days after the Republican presidential nominee caused a furore when telling a crowd in North Carolina that the "Second Amendment people" -- understood to be gun owners and gun enthusiasts -- could take action if his rival Hillary Clinton were elected and gets her pick of judges.	Dava, Cumhuriyetçi başkan adayının Kuzey Carolina'daki kalabalığa "İkinci Anayasa değişikliği insanlarının" (silah sahipleri ve silah destekçileri olduğu anlaşılan şekilde) rakibi Hillary Clinton'un seçilmesi ve kendi yargıçlarını seçmesi durumunda eyleme geçebileceğini söyleyerek öfkeye neden olduktan iki gün sonra açıldı.
Trump's campaign said the media had taken his words out of context and that he wasn't advocating violence.	Trump'ın kampanya ekibi, medyanın bu sözleri bağlamı dışında değerlendirdiğini ve kendisinin şiddeti desteklemediğini ifade etti.
Bordini's complaint seeks compensation from the campaign for negligent supervision, and from Phillip for assault, battery and infliction of emotional distress.	Bordini, şikayeti ile, gözetim ihmali nedeniyle kampanya ekibinden ve saldırı, darp ve manevi zarar nedeniyle Phillip'ten tazminat istiyor.
Trump spokeswoman Hope Hicks didn't immediately return a message seeking comment.	Trump'ın sözcüsü Hope Hicks, yorum yapmasını isteyen mesaja hızlı bir şekilde dönüş yapmadı.
Attempts to reach Phillip were unsuccessful.	Phillip'e ulaşma çabaları sonuçsuz kaldı.
WCCB, a local news affiliate in Charlotte, reported Phillip recently left the campaign.	Charlotte'daki yerel bir haber iştiraki olan WCCB, Phillip'in kısa süre önce kampanyadan ayrıldığını bildirdi.
A call left at his consulting firm, Innovative Consulting Services, wasn't immediately returned.	Kendisinin danışmanlık şirketi Innovative Consulting Services'e yapılan çağrıya da hızlı bir geri dönüş yapılmadı.
Republican presidential candidate Donald Trump has run a controversial campaign.	Cumhuriyetçi başkan adayı Donald Trump ihtilaf yaratan bir kampanya yürütüyor.
The case is Bordini v. Donald J. Trump For President Inc., 16-CS-14300, General Court of Justice, Superior Court Division County of Mecklenburg (Charlotte).	Bordini, Donald J. Trump For President Inc., 16-CS-14300 davası, Genel Adalet Mahkemesi, Yüksek Mahkeme Şubesi, Mecklenburg Kazası (Charlotte).
Line of "Report FETO members"	"FETÖ"cüyü ihbar et" hattı
After the appeal from President Erdoğan, "The intelligence service may not know everyone, the police department may not know, report!", MİT and the Police Department established the FETO Member Reporting Line.	Cumhurbaşkanı Erdoğan'ın FETÖ'cüler için "herkesi istihbarat bilemeyebilir, emniyet bilemeyebilir, ihbar edin" çağrısının ardından MİT ve Emniyet FETÖ'cü ihbar hattı kurdu.
While thousands of FETO members were dismissed from different institutions after the July 15 coup attempt, new applications have started to detect the "hidden cemaat members" who conceal themselves.	15 Temmuz darbe girişiminden sonra kurumlardan binlerce FETÖ'cü atılırken kendini saklayan "gizli cemaatçiler" tespiti için de yeni uygulamalar başlatılıyor.
Within the scope of the work, Recep Tayyip Erdoğan stressed the importance of the reports to be made by the citizens in the struggle with FETO and said, "You may have friends from that community, I say report these people."	Çalışmalar kapsamında Cumhurbaşkanı Recep Tayyip Erdoğan, FETÖ ile mücadelede vatandaşın yapacağı ihbarların önemine vurgu yapmış "O camiadan dostlarınız arkadaşlarınız olabilir, ben diyorum ki bunları ifşa edin."
You should report them to the prosecutor's offices.	Savcılıklara bildirmeniz lazım.
It is a debt of patriotism.	Bu bir vatanseverlik borcudur.
He said, "The intelligence service, the police department may not know everybody or may not catch up with them, people are escaping."	"Herkesi istihbarat bilemeyebilir, emniyet bilemeyebilir ya da yetişemeyebilir bakın adamlar kaçıyor" demişti.
Within the scope of the work, an online reporting application was started by the Ministry of Internal Affairs, the Security General Directorate and the National Intelligence Organization (MİT).	Yapılan çalışmalar kapsamında İçişleri Bakanlığı, Emniyet Genel Müdürlüğü ve Milli İstihbarat Teşkilatı (MİT) tarafından online ihbar uygulaması başlatıldı.
According to this, citizens can report those who serve FETO, the activities of the organization they know of and the institutions of the organization, to the police department and MİT thanks to this application.	Buna göre vatandaş etrafında FETÖ'ye hizmet edenleri, bildiği örgüt faaliyetlerini, örgüte ait olan kurumları bu uygulama sayesinde emniyet ve MİT'e iletebilecek.
With the form put into service with the links; www.egm.gov.tr/sayfalar/ihbar, www.mit.gov.tr/katkiniz, information about those who make a report will be kept secret.	www.egm.gov.tr/sayfalar/ihbar, www.mit.gov.tr/katkiniz linkleri üzerinden hizmete sunulan formla ihbar yapacak kişilerin bilgileri saklı tutulacak.
Those who want can add documents to the report application offered by the Security General Directorate.	Emniyet Genel Müdürlüğü tarafından sunulan ihbar uygulamasında isteyenler belge de ekleyebilecek.
Again, in the same application, if the informers want, they are responded to.	Yine aynı uygulamada ihbarcının istemesi halinde kendisine dönüş yapılacak.
Citizens can make a report to the "155 Police Emergency Line" as well being able to make these notifications to the Public Prosecutor's Office in the province and districts they are in.	Vatandaş, "155 Polis İmdat' hattına telefonla ihbarda bulunabilecekleri gibi bulundukları il ve ilçelerdeki Cumhuriyet Savcılıkları'na da bu bilgilendirmeleri yapabilecek.
They were inspired by Bordum and made a 'model village' in Sivas	Bodrum'dan esinlenip, Sivas'ta 'örnek köy' yaptılar
Under the Gölova district of SİVAS, Canköy was made a 'model village' by the District governorship and a benefactor businessman.	SİVAS'ın Gölova İlçesi'ne bağlı Canköy, Kaymakamlık ve hayırsever iş adamı işbirliğiyle 'örnek köy' yapıldı.
In the village where the streets were asphalted and paving stones were laid on the pavements, all the houses were painted in blue and white colors, taking the Bodrum District of Muğla as a model.	Yolları asfaltlanıp, kaldırımlarına parke taşı döşenen köyde, tüm evler de Muğla'nın Bodrum ilçesi örnek alınarak mavi ve beyaz renklere boyandı.
Gölova District Governorship prepared a model village project to improve the image and quality of life of the villages under the district.	Gölova Kaymakamlığı, ilçeye bağlı köylerin görüntüsü ve yaşam kalitesini yükseltmek için örnek köy projesi hazırladı.
In this context, the model village was selected as Canköy, which is 12 km from the district center and has 66 dwellings.	Bu kapsamda örnek köy olarak ilçe merkezine 12 kilometre uzaklıktaki 66 haneli Canköy seçildi.
Village roads, in which infrastructure and superstructure services were increased, were asphalted and its pavements were covered with paving stones.	Altyapı ve üstyapı hizmetleri artırılan köyün yolları asfaltlanarak, kaldırımları ise parke taşı ile kaplandı.
The village houses, having many different color tones, were painted with the support of the businessman Selahattin Ayan who is the owner of Pelit Pastry Shops.	Birbirinden farklı renk tonlarına sahip köy evleri ise Pelit Pastaneleri sahibi iş adamı Selahattin Ayan'ın desteği ile boyandı.
All the village took the form of buildings painted with white and blue colors.	Köyün tamamı beyaz ve mavi renklerle boyanmış binalar görüntüsüne büründü.
BODRUM WAS TAKEN AS A MODEL	BODRUM ÖRNEK ALINDI
Giving information about the work, Gölova District Governor, İsa Erat, stated that they prepared this project to put their signature under works that create a role model for other villages and said, "A more modern view of the village and the color unity of all the houses are one part of our project."	Çalışma hakkında bilgi veren Gölova Kaymakamı Erkan İsa Erat, diğer köyler için de rol model oluşturacak bir çalışmaya imza atmak için bu projeyi hazırladıklarını belirterek şöyle dedi: "Köyün daha modern görünmesi, evlerin hepsinin tek renk olması projemizin bir parçasıydı."
While starting this project, we searched for a place to take as a model.	Biz bu projeye başlarken örnek alacağımız bir yer aradık.
When we went to Bodrum, the view of the houses painted white with blue windows came to our attention.	Bodrum'a gittiğimizde evlerin beyaz boyalı ve mavi pencereli görüntüsü dikkatimizi çekmişti.
We wanted to take Bodrum as a model because of the white color's cleanliness and its positive effect on the people.	Biz de beyazın temizliği ve insanlar üzerindeki olumlu etkisinden dolayı Bodrum'u örnek alalım istedik.
We performed our work and got all the houses in Canköy painted in white and blue colors.	Çalışmalarımızı yaparak Canköy'de bulunan tüm evleri beyaz ve mavi renklere boyattık.
This work happened with cooperation from the state and a benefactor.	Bu çalışma devlet ve hayırsever işbirliğiyle oldu.
The project cost around 200 thousand lira.	Proje yaklaşık 200 bin liraya mal oldu.
With this work, Canköy in Sivas looks like a little Bodrum.	Çalışmayla Sivas'taki Canköy'ümüz küçük bir Bodrum gibi oldu.
We want to continue this kind of work with our budget and the support of our businessmen.	Biz bu tür çalışmalarımızı bütçemiz ve yine iş adamlarımızın desteği ile sürdürmek istiyoruz.
66-year-old Abdullah Macit, Canköy president, said that the village gained a fresh new look with the support of the District Governorship.	Canköy Muhtarı 66 yaşındaki Abdullah Macit ise Kaymakamlığın desteği ile köyün yepyeni bir görüntüye kavuştuğunu söyledi.
Macit stated that being a model village pleased both them and the village people very much, and thanked everyone who contributed their efforts.	Macit, örnek köy olmanın kendilerini ve köy halkını de çok memnun ettiğini belirterek, emeği geçen herkese teşekkür etti.
Drugs operation in Kangal	Kangal'da uyuşturucu operasyonu
7 people were detained in a drugs operation organized by gendarmerie teams in the Kangal District of SİVAS.	SİVAS'ın Kangal ilçesinde jandarma ekiplerinin düzenlediği uyuşturucu operasyonunda 7 kişi gözaltına alındı.
Conducting the works in Çetinkaya Town under the district, the gendarmerie teams confiscated 600 grams of cannabis, 49 opiate drugs, 1 shotgun and 1 blank cartridge gun in the investigations they carried out with the help of detector dogs.	İlçeye bağlı Çetinkaya Beldesi'nde çalışma yapan jandarma ekipleri narkotik dedektör köpeklerinin yardımıyla yaptıkları aramalarda 600 gram esrar, 49 uyuşturucu hap, 1 av tüfeği ve 1 kuru sıkı tabanca ala geçirdi.
Seven people were detained in relation to the confiscated materials, and judicial proceedings were initiated.	Ele geçirilen malzemelerle ilgili olarak 7 kişi gözaltına alınırken, haklarında adli işlem başlatıldı.
Assets of 4 people and Gülen were seized in a FETO/PDY case in Adana	Adana'daki FETÖ/PDY davasında Gülen ile birlikte 4 kişinin mallarına el konuldu
