Breaking news: Our Cosmic Visitor Huge Asteroid 2014 JO25	Son dakika: Kozmik Ziyaretçimiz Dev Asteroit 2014 JO25
Pistorius faces having his sentence increased to 15 years if prosecutors are successful.	Pistorius, eğer savcılar başarılı olursa cezasının 15 yıla çıkarılmasıyla karşı karşıya kalacak.
There is no death penalty in South Africa.	Güney Afrika'da ölüm cezası yok.
First pilgrimage group sent off	İlk hac kafilesi uğurlandı
With prayers and tears, pilgrims to Saudi Arabia from the Religious Affairs Directorate were sent off from Ataturk Airport’s International Departures Terminal.	Diyanet İşleri Başkanlığı'nın organizasyonuyla Suudi Arabistan'a gidecek hacı adayları, Atatürk Havalimanı Dış Hatlar Gidiş Terminali'nde dualar ve gözyaşlarıyla uğurlandı.
The ceremony, organized at the International Departures Terminal before the first pilgrimage group’s departure, was attended by around 200 prospective pilgrims along with their close relatives and others.	İlk hac kafilesinin hareketi öncesinde Dış Hatlar Terminali'nde düzenlenen törene, yaklaşık 200 hacı adayının yanı sıra yakınları ile vatandaşlar katıldı.
In the boarding bridge, Turkish Airlines (THY) distributed roses to prospective pilgrims traveling to the Holy Lands on scheduled flights.	Öte yandan Türk Hava Yolları (THY), tarifeli uçakla kutsal topraklara giden hacı adaylarına körükte gül dağıttı.
The pilgrimage group from Ankara was sent off from Esenboğa Airport.	Ankara'daki Hac kafilesi ise Esanboğa'dan uğurlandı.
The group included for the first time members of the "pilgrim veterans and martyrs’ relatives bypassing selection by lot" program, for close relatives of martyrs and veterans.	Kafile'de, ilk kez bu yıl uygulanan "gaziler ve şehit yakınları için kurasız hac" uygulamasından yararlanan şehit ve gazi yakınları da yer aldı.
Two Bulgarians Were Detained For Illegal Camping in Greece	İki Bulgar Yasadışı Kamp Yapma Gerekçesiyle Yunanistan'da Tutuklandı
Two Bulgarians were detained for illegal camping in Greece, the Foreign Affairs Ministry announced, quoted by bTV.	Dış İşleri Bakanlığı'nın açıklaması ve bTV tarafından alıntılanana göre iki Bulgar yasadışı kamp yapma gerekçesiyle Yunanistan'da tutuklandı.
A group of illegally camping people, including the two Bulgarians, was detained by the police in Sithonia in the morning of August 1.	İki Bulgar'ın da dahil olduğu bir grup yasadışı kampçı Sithonia'da 1 Ağustos sabahı polis tarafından tutuklandı.
The same day they were released, while an investigation is currently underway.	Soruşturma halihazırda devam ederken aynı gün bırakıldılar.
The ministry of foreign affairs reported bTV that Bulgarians were later released.	Dış işleri bakanlığı bTV'ye Bulgarlar'ın daha sonra bırakıldığını bildirdi.
The Greek authorities have tightened control over free camping and are already imposing serious fines on anyone who is caught resting in a place not intended for the purpose.	Yunan otoriteleri bedava kamp yapma üzerine olan kontrollerini sıkılaştırdı ve halen o amaç için ayrılmamış yerlerde dinlenirken yakalananlara ciddi cezalar kesiyor.
Checks will continue throughout the season.	Mevsim boyunca kontroller sürecek.
The ministry said that the court may impose a fine.	Bakanlık, mahkemenin ceza kesebileceğini söyledi.
We will not return to the Netherlands until we find him	Onu bulmadan Hollanda'ya dönmeyeceğiz
Joey Hoffman (22) went to Turkey with two of his friends in early July as a tourist.	JOEY Hoffman (22), temmuz ayı başında iki arkadaşı ile birlikte gezmek için Türkiye'ye gitti.
Going on tour in Adana and Mersin in a rental car, on July 8 Joey Hoffman was lost in Silifke.	Kiraladıkları araçla Adana ve Mersin'i gezen Joey Hoffman, 8 Temmuz'da Silifke'de kayboldu.
Despite their efforts, they have been unable to find Hoffman. His friends have informed his family in the Netherlands.	Beraber geldiği arkadaşları, tüm aramalara rağmen Hoffman'a ulaşamayınca durumu Hollanda'daki ailesine haber verdi.
While police began a search for the lost tourist, his brother Robin Hoffman and his friends Angelo Durei and Jaimy Gewal went to Adana.	Polis de kayıp turisti bulmak için harekete geçerken, kardeşi Robin Hoffman ve arkadaşları Angelo Durei ile Jaimy Gewald Adana'ya gitti.
HE PRINTED AND DISTRIBUTED A MISSING PERSONS NOTICE	İLANLAR BASTIRIP DAĞITTI
Appealing to the police there, Robin Hoffman printed a missing persons announcement and distributed it throughout Adana and Mersin.	Burada polise başvuruda bulunan Robin Hoffman, kardeşinin bulunması için kayıp ilanları bastırarak Adana ve Mersin'de dağıttı.
Stating that they heard from him last on July 8, Robin Hoffman said "We first appealed to the police in the Netherlands."	Robin Hoffman ağabeyinden en son 8 Temmuz'da haber aldıklarını belirterek, "Önce Hollanda'da polise başvurduk."
Later we came to Turkey along with two of my friends and we appealed to the police here.	Daha sonra iki arkadaşımla birlikte Türkiye'ye gelerek burada da polise başvurduk.
So far we have not received any news nor found any clues.	Şu ana kadar herhangi bir haber alamadık bir ipucu da bulamadık.
"We will stay in Turkey until, either, he is found or we receive information about him" he said.	"Ağabeyim bulunana kadar, bir haber alınana kadar Türkiye'de kalacağız" dedi.
Minister congratulates world runner up Ayşe Ceren	Dünya İkincisi Ayşe Ceren'e bakandan tebrik
National representative athlete Ayşe Ceren Yeşilbaş was world runner-up in the 400 meters surface swimming even at the 2017 Junior World Fin Swimming Championships, held in Russia.	Rusya'da düzenlenen 2017 Paletli Yüzme Gençler Dünya Şampiyonası'nda milli sporcu Ayşe Ceren Yeşilbaş 400 metre su üstünde dünya ikincisi oldu.
The Minister of Youth and Sports, Osman Aşkın Bak, issued a written statement congratulating Ayşe Ceren Yeşilbaş on her wining a silver medal.	Gençlik ve Spor Bakanı Osman Aşkın Bak, yayımladığı mesajla gümüş madalya kazanan Ayşe Ceren Yeşilbaş'ı tebrik etti.
Ceren Yeşilbaş was world runner-up in the 400 meters surface swimming even at the 2017 Junior World Fin Swimming Championships, held in Russia.	Rusya'da düzenlenen 2017 Paletli Yüzme Gençler Dünya Şampiyonası"nın ilk gününde Ceren Yeşilbaş 400 metre su üstünde dünya ikincisi oldu.
While Ceren with her incredible performance against eight finalists earned second place in the race, she missed a gold medal by 27 one-hundredths of a second.	Ceren, 8 finalistle birlikte yarıştığı parkurda gösterdiği muhteşem performansla ikincilik kürsüsündeki yerini alırken, altın madalyayı sadece 27 salise ile kaçırdı.
Elena Lopatina of Russia won gold in the 400 meters with a time of 03.18.73 minutes, while Ceren earned a silver medal with 03.19.00.	400 metrede altın madalyayı 03.18.73 dakikalık derecesiyle Rusya'dan Elena Lopatina kazanırken, Ceren 03.19.00 derecesiyle gümüş madalyanın sahibi oldu.
Turkey is represented by eight make and eight female athletes at the championships.	Türkiye'yi şampiyonada 8 erkek ve 8 kadın sporcu temsil ediyor.
Last words: "I think I am dying, farewell mom"	Son sözleri 'Sanırım ölüyorum, elveda anne' oldu
Among the people who died in London’s Grenfell Tower fire that so far has resulted in thirty confirmed deaths was an Italian citizen, Gloria Trevisan, and her boyfriend.	Şu ana dek 30 olduğu açıklanan Londra'daki Grenfell Tower yangınında ölenler arasında, yangın anında annesini arayarak, "Ölmek istemiyorum anne, bu hiç adil değil."
Expressing her love, she said "I don’t want to die Mom, this isn’t fair. Thank you for everything you’ve done for me, farewell".	"Benim için yaptığın her şeyden dolayı teşekkür ederim, elveda" diyen İtalyan Gloria Trevisan"ın ve sevgilisinin de olduğu açıklandı.
Among the dozens who have not been heard from after the fire is 26 year old Italian citizen, Gloria Trevisan, and her boyfriend, who together lived in the twenty-third storey of the twenty-four storey building.	Yangının ardından haber alınamayan onlarca kişi arasında, 24 katlı binanın 23"üncü katında oturan 26 yaşındaki Gloria Trevisan ve İtalyan sevgilisi Marco Gottardi de yer alıyordu.
The Trevisan family’s lawyer, Maria Cristina Sandri, a resident of northern Italy, announced in a statement that, according to information obtained from the UK authorities, it has been confirmed that the two young people lost their lives.	İtalya'nın kuzeyinde yaşayan Trevisan ailesinin avukatı Maria Cristina Sandri bir açıklama yaparak, İngiliz yetlkililerden edindikleri bilgilere göre, iki gencin de yaşamını yitirdiğinin kesinlik kazandığını duyurdu.
Relating how the young people’s families are undergoing a time of great sorrow, the lawyer told journalists to not insist on obtaining statements from them.	Gençlerin ailelerinin büyük birer acı yaşamakta olduğunu dile getiren avukat, gazetecilerden bu konuda açıklama almak için ısrarcı olmamalarını da istedi.
I think I am dying, farewell mom	Sanırım ölüyorum, elveda anne
The lawyer, Ms Sandri, said that Gloria called her mother, Emanuela Trevisan, shortly after the fire broke out and that when her mother heard her daughter’s last word, she cried.	Avukat Sandri, Gloria'nın, yangının çıkışından kısa süre sonra annesi Emanuela Trevisan"ı cep telefonuyla aradığını ve annenin kaydettiği bu son konuşmaları dinlediğinde kendisinin de ağladığını söyledi.
According to this account, Gloria Trevisan talked to her mother a couple of times during the two hours after the fire broke out at 01:00 local time.	Buna göre Gloria Trevisan, yerel saatle 01.00 civarında başlayan yangından sonraki 2 saat boyunca birkaç kez annesiyle konuştu.
Initially speaking more calmly, Trevisan had said "Mom, something bad is happening here, fire has broken out."	İlk konuşmalarında daha sakin olduğu belirtilen Trevisan"ın, "Anne, burada kötü şeyler oluyor, yangın çıktı."
We are stranded, we can’t go out.	Sıkıştık kaldık, dışarıya çıkamıyoruz.
There’s a little smoke, but don’t worry, we’re waiting to be rescued.	Biraz duman var, ama endişelenme, kurtarılmayı bekliyoruz.
"We tried to go out the door, but the smoke was excessive and the lift wasn’t working" she said.	"Kapıyı açarak çıkmaya çalıştık, ama çok fazla duman vardı ve asansör de çalışmıyordu" dediği belirtildi.
Becoming more worried in subsequent calls as the fire grew, Gloria Trevisan was reported to have said	Yangının büyümesiyle sonraki aramalarında endişesi artan Gloria Trevisan"ın son sözlerinin ise şunlar olduğu aktarıldı:
Mom, my whole life is flashing before my eyes.	Anne, tüm hayatım gözlerimin önünden geçiyor.
I think I’m dying.	Sanırım ölüyorum.
I had a life to live before me; this isn’t fair.	Daha önümde yaşayacağım bir hayat vardı; bu hiç adil değil.
I don’t want to die, I wanted to help you out financially.	Ölmek istemiyorum ve sana maddi olarak yardım etmek istiyorum.
I’m sorry I won’t be able to hug you.	Seni bir daha kucaklayamayacağım için üzgünüm.
Thank you for everything you have done for me, farewell Mom.	Benim için yaptığın her şeyden dolayı teşekkür ederim, elveda anne.
I am going to heaven and I’ll help you from there.	Ben artık cennete gidiyorum ve sana oradan yardım edeceğim.
This is the Italian government’s mistake	Bu, italya hükümetinin hatası
Both Gloria Trevisan and her boyfriend Marco Gottardi had trained in architecture. After graduating last year, they had difficulty in finding a job, so last March they moved from the northern Veneto region to London.	Her ikisi de mimarlık eğitimi alan Gloria Trevisan ve sevgilisi Marco Gottardi, geçen yıl mezun olduktan sonra iş bulmakta zorlanınca, ülkenin kuzeyindeki Veneto bölgesinden Londra'ya Mart ayında taşınmıştı.
After only being able to find a job with a salary of 300 Euro in her own country, in London Gloria Trevisan quickly found a job with monthly salary of 1800 Sterling (about 2060 Euro).	Ülkesinde ancak 300 euro maaşlı bir iş bulabilmiş olan Gloria Trevisan, Londra'da kısa sürede aylığı 1800 sterlin (yaklaşık 2060 euro) olan bir işte çalışmaya başlamıştı.
Sandri, their lawyer, said "Gloria Trevisan’s family was going through difficult times and that Gloria had gone to London to help her family."	Avukat Sandri, Gloria Trevisan"ın ailesinin maddi açıdan zor günler geçirdiğini söyleyerek, "Gloria, ailesine yardım etmek için Londra'ya gitmişti."
Unfortunately our youngsters are forced to leave the country in order to find job and save for their future.	Ne yazık ki gençlerimiz, geleceklerini kurtarmak ve iş bulmak için ülkeyi terk etmek zorunda kalıyor.
"The government should immediately find a solution to this problem.	"Hükümet bu soruna derhal çözüm bulmalı" dedi.
This is Italy’s drama: being unable to provide jobs for her youth.	Gençlerine iş imkânı sağlayamayan İtalya'nın dramı
Gloria’s father, Loris Trevisan, expressed his anger saying "This is the fault of our government that forces our youngsters to travel overseas to find a job.	Gloria'nın babası Loris Trevisan da öfkesini, "Bu, gençlerimizi iş bulmak için yurtdışına kaçmaya zorlayan hükümetimizin hatası" diye dile getirdi."
While the unemployment rate in Italy is 12%, it is 40% among the youth.	İtalya'da işsizlik oranı yüzde 12"ye ulaşırken, gençler arasındaki oran ise yüzde 40"ı geçmiş durumda.
As this problem grows, for the past couple of years many Italian youngsters have been emigrating to other European countries, mostly to the UK.	Bu sorunun artması üzerine, son birkaç yıldır birçok İtalyan genç, İngiltere başta olmak üzere, birçok Avrupa ülkesine göç etmeye başlamıştı.
Last year alone, more than 110,000 people left Italy due to unemployment.	Sadece geçen yıl, işsizlik yüzünden İtalya'yı terk etmek zorunda kalan gençlerin sayısı 110 bini geçmişti.
Upon the confirm of Gloria Trevisan and Marco Gottardi’s deaths, the Italian press reported this as a tragedy of a country that cannot create job opportunities for its youth.	Gloria Trevisan ve Marco Gottardi'nin ölüm haberlerinin kesinleşmesi üzerine İtalyan basınında yer alan yorumlarda da, bunun, gençlerine iş imkânı sağlayamayan bir ülkenin dramı olduğu belirtildi.
Red meat, dairy, and chocolate could help relieve IBD	Kırmızı et, süt ürünleri ve çikolata İBH'yi hafifletebilir
Red meat and chocolate may sound like a nightmare for your digestive system.	Kırmızı et ve çikolata sindirim sisteminiz için kulağa kabus gibi gelebilir.
But a new study claims quite the opposite: a diet rich in meat-based protein and dairy treats could help relieve symptoms of sufferers of inflammatory bowel disease.	Fakat yeni bir çalışma tam aksini iddia ediyor: Et bazlı protein ve süt ürünlerinden zengin bir beslenme, iltihabi bağırsak hastalığından muzdarip olanların belirtilerini hafifletmekte yardımcı olabiliyor.
The incurable condition, which affects around 1.3 million in the US and 300,000 in the UK, causes stomach cramps and bloating, recurring or bloody diarrhea, weight loss and extreme tiredness.	ABD'de 1.3 milyon ve Birleşik Krallık'ta da 300.000 kişiyi etkileyen bu tedavi edilemez sağlık durumu mide krampları ve şişmeye, yineleyen ya da kanlı ishale, kilo kaybı ve aşırı yorgunluğa neden oluyor.
While sufferers are usually advised to dodge meat and dairy to soothe their symptoms, researchers at Washington University found protein's essential amino acid tryptophan helps develop immune cells that foster a tolerant gut.	Hastalara genellikle belirtilerini hafifletmek için et ve süt ürünlerini atlamaları tavsiye edilse de Washington Üniversitesi'ndeki araştırmacılar proteinin esas aminoasidi triptofanın, dayanıklı bir bağırsağı geliştiren bağışıklık hücrelerinin gelişmesine yardımcı olduğunu buldu.
Lead investigator Dr Marco Colonna explained immune cells patrol the gut to ensure that harmful microbes hidden in the food don't sneak into the body.	Baş araştırmacı Dr. Marco Colonna, bağışıklık hücrelerinin yemekte saklanan mikropların vücuda gizlice girmemesi için bağırsaklarda devriye gezdiğini ifade etti.
Cells that are capable of triggering inflammation are balanced by cells that promote tolerance, protecting the body without damaging sensitive tissues.	İltihaplanmayı tetiklemeye muktedir olan hücreler, zarar vermeden hassas dokuları koruyarak dayanmayı teşvik eden hücrelerle dengeleniyor.
When the balance tilts too far toward inflammation, inflammatory bowel disease can result.	Denge iltihaplanmaya doğru fazlaca kayarsa, iltihabi bağırsak hastalığı sonucu çıkabiliyor.
In experiments it was found a kind of tolerance-promoting immune cell appears in mice that carry a specific bacterium in their guts.	Deneylerde, bağırsaklarında spesifik bir bakteri taşıyan farelerde dayanıklılığı teşvik eden bir çeşit bağışıklık hücresinin ortaya çıktığı bulundu.
And the bacterium needs tryptophan - one of the building blocks of proteins - to trigger the cells' appearance.	Ve bakteri, hücrelerin ortaya çıkmasını tetiklemek için proteinin yapı taşlarından birisi olan triptofana ihtiyaç duyuyor.
Professor Colonna said: 'We established a link between one bacterial species - Lactobacillus reuteri - that is a normal part of the gut microbiome, and the development of a population of cells that promote tolerance.	Profesör Colonna: 'Bağırsak mikrobiyomunun bir parçası olan bakteri türü Lactobacillus reuteri ile dayanıklılığı teşvik eden hücre popülasyonunun gelişimi arasında bağlantı kurduk.' dedi.
The more tryptophan the mice had in their diet, the more of these immune cells they had.'	Beslenmelerinde daha fazla triptofan olan fareler, bu bağışıklık hücrelerine daha fazla sahipti.'
He suggested if the same works in humans, a combination of L. reuteri and a tryptophan-rich diet may foster a more tolerant, less inflammatory gut environment.	Eğer aynı şey insanlarda da oluyorsa, L. reuteri ve triptofan bakımından zengin bir beslenmenin daha dayanıklı, daha az iltihabi bir bağırsak ortamını geliştirebileceğini ileri sürdü.
Postdoctoral researcher Dr Luisa Cervantes-Barraganwas studying a kind of immune cell that promotes tolerance when she discovered that one group of study mice had such cells but another group of the same strain but housed separately did not.	Doktora sonrası araştırmacısı Dr. Luisa Cervantes-Barraganwas, dayanıklılığı geliştiren bir çeşit bağışıklık hücresi üzerinde çalışırken, bir grup deney faresinin bu tür hücrelere sahip olduğunu fakat aynı türden olup farklı bir yerde tutulan diğer bir grubun buna sahip olmadığını keşfetti.
She suspected the difference had to do with the mice's gut microbiomes - the community of bacteria, viruses and fungi that normally live within the gastrointestinal tract.	Farklılığın, farelerin bağırsak mikrobiyomlarıyla, başka bir deyişle normal olarak mide-bağırsak kanalında yaşayan bakteri, virüs ve mantar topluluklarıyla, ilgili olduğundan şüphelendi.
The guts of the mice were DNA sequenced and it was found six bacterial species present in the mice with the immune cells but absent from the mice without them.	Farelerin bağırsaklarının DNA sekanslaması yapıldı ve bağışıklık hücreleri olan farelerde altı bakteri türünün olduğu fakat bunların olmadığı farelerde bunun eksik olduğu bulundu.
Mice reared in a sterile environment so they lacked a gut microbiome and do not develop this kind of immune cell were given L. reuteri and the immune cells arose.	Steril bir ortamda bakıldıkları için bir bağırsak mikrobiyomu eksik olan ve bu tür bir bağışıklık hücresi geliştirmeyen farelere L. reuteri verildi ve bağışıklık hücreleri ortaya çıktı.
To understand how the bacteria affected the immune system, the researchers grew L. reuteri in liquid and then transferred small amounts of the liquid - without bacteria - to immature immune cells isolated from mice.	Bakterinin bağışıklık sistemini nasıl etkilediğini anlamak için araştırmacılar L. reuteri'yi sıvı içinde büyüttüler ve sonra farelerden alınan olgunlaşmamış bağışıklık hücrelerine bakterisiz olan bu sıvıdan az miktarlarda aktardılar.
The immune cells developed into the tolerance-promoting cells.	Bağışıklık hücreleri dayanıklılığı teşvik eden hücreler haline dönüştü.
When the active component was purified from the liquid, it turned out to be a byproduct of tryptophan metabolism known as indole-3-lactic acid.	Aktif bileşen, sıvıdan arıtıldığı zaman indol-3-laktik asit olarak bilinen triptofan metabolizmasının bir yan ürünü olduğu ortaya çıktı.
When the researchers doubled the amount of tryptophan in the mice's feed, the number of such cells rose by about 50 percent but when tryptophan levels were halved, the number of cells dropped by half.	Araştırmacılar farelerin besinlerindeki triptofan miktarını ikiye katladığı zaman hücrelerin sayısı yüzde 50 civarında arttı fakat triptofan seviyeleri yarıya indirildiğinde hücrelerin sayısı yarıya düştü.
Dr Cervantes-Barragan explained people have the same tolerance-promoting cells as mice, and most of us shelter L. reuteri in our gastrointestinal tracts.	Dr. Cervantes-Barragan, insanların farelerle aynı dayanıklılığı teşvik eden hücrelere sahip olduğunu ve çoğumuzun mide-bağırsak kanalında L. reuteri barındırdığını ifade etti.
It is not known whether tryptophan byproducts from L. reuteri induce the cells to develop in people as they do in mice, but defects in genes related to tryptophan have been found in people with inflammatory bowel disease.	L. reuteri'den gelen triptofan yan ürünlerinin insanlarda da farelerde olduğu gibi gelişip gelişmediği bilinmiyor fakat triptofanla ilgili olan genlerdeki bozukluklar iltihabi bağırsak hastalığı olan insanlarda bulunmuş durumda.
She said: 'The development of these cells is probably something we want to encourage since these cells control inflammation on the inner surface of the intestines.	Şöyle konuştu: "Bu hücrelerin gelişimi bizim muhtemelen teşvik etmek istediğimiz bir şey çünkü bu hücreler bağırsakların iç yüzeyindeki iltihabı kontrol ediyor.
Potentially, high levels of tryptophan in the presence of L. reuteri may induce expansion of this population.'	Potansiyel olarak L. reuteri'nin mevcut olduğu durumlarda yüksek seviyedeki triptofan bu popülasyonun yayılmasına neden oluyor."
Jose Mourinho thinks Manchester United have signed a 'genius' in Nemanja Matic	Jose Mourinho, Manchester United'ın Nemanja Matic ile bir 'dahiye' imza attırdığını düşünüyor
Manchester United have signed a "genius" in Nemanja Matic, believes Jose Mourinho, after the midfielder made his debut against Sampdoria on Wednesday evening.	Orta saha oyuncusu çarşamba akşamı Sampdoria karşısında ilk maçına çıktıktan sonra Jose Mourinho, Manchester United'ın Nemanja Matic ile bir "dahiye" imza attırdığına inanıyor.
The £40m signing from Chelsea started the 2-1 win in Dublin, United's final preseason game before the Uefa Super Cup against Real Madrid on Tuesday, and impressed in the holding role as the likes of Paul Pogba and Andreas Pereira marauded forward at will.	Chelsea'den gerçekleştirilen 40 milyon £'luk transfer, United'ın son sezon öncesi maçında salı günü Real Madrid'e karşı olan UEFA Süper Kupa'sı öncesinde Dublin'deki 2-1'lik galibiyetle başladı ve Paul Pogba ve Andreas Pereira keyiflerine göre ileri hücum ederken tutan pozisyonda olmasıya göz doldurdu.
However, having been left out of the Blues' preseason tour of Asia, Matic was severely lacking match fitness and only managed 45 minutes, something Mourinho admitted needed to be improved before the start of the Premier League season.	Ne var ki Maviler'in sezon öncesi Asya turunda dışarıda bırakılan Matic'in ciddi derece maç kondisyonu eksiği vardı ve sadece 45 dakika çıkarabildi; Mourinho Premier Lig sezonunun başlamasından önce bunun iyileştirilmesi gerektiğini itiraf etti.
"He needs time but his experience, intelligence, a genius in the way he thinks - he thinks football," Mourinho said.	Mourinho, "Vakte ihtiyacı var fakat deneyimi, zekası, düşünme tarzındaki dehası... O futbolu düşünüyor." dedi.
"We will help him to be ready sooner rather than later."	"Daha erken hazır olması için ona yardımcı olacağız."
As well as Matic, fellow new signings Victor Lindelof and Romelu Lukaku also started the game at the Aviva Stadium as Mourinho started to shape his starting XI for the start of the season.	Mourinho sezonun başı için ilk 11'ine şekil vermeye başlarken, Matic gibi, yeni transfer arkadaşları Victor Lindelof ve Romelu Lukaku da Aviva Stadı'nda maça çıktı.
The Independent revealed this week that Mourinho still wanted another three signings but he insisted that the club had already done a "fantastic job" of delivering three of his four priority signings.	The Independent, bu hafta Mourinho'nun hala 3 transfer daha istediğini fakat kulübün zaten kendisinin dört öncelikli transferinden üçünü gerçekleştirerek "olağanüstü bir iş" çıkardığı konusunda ısrar ettiğini ortaya çıkardı.
"To get three out of four I thank the club for that," he added.	"Dördün üçünü aldığı için kulübe teşekkür ediyorum." diyerek ekledi.
"I will be happier if they get me four of four but they did a great effort for me."	"Dört üzerinden dördü alırlarsa daha mutlu olurum fakat benim için büyük çaba sarf ettiler."
Last year 197 people were hospitalized	Geçen yıl 197 kişi hastaneye gönderildi
According to SWEDEN Social Welfare Institution’s data, while in 2005 one in 100,000 people were diagnosed with gender dysphoria, in 2015, this figure rose to eight in 100,000.	İSVEÇ Sosyal Refah Kurumu verilerine göre 2005 yılında yüz bin kişide 1 kişiye konulan cinsiyet hoşnutsuzluğu tanısı 2015 yılında yüz binde 8"e yükseldi.
Last year, 197 children and young people were referred to the Astrid Lindgen Children’s Hospital due to discomfort with the gender with which they had been born.	Astrid Lindgren Çocuk Hastanesi'ne geçen yıl içerisinde doğduğu cinsiyetten hoşnutsuzluk duyan çoğunluğu çocuk ve genç 197 kişi havale edildi.
Working in the same hospital, child psychiatrist Lousise Frise, while stressing that such an increase could stem from becoming a more open society, said "The openness of society to psycho-sexuality, including to questions related to sexual identity, could be perceived as a general trend".	Aynı hastanede görevli çocuk psikiyatristi Lousise Frisen artışı, daha açık bir toplum haline gelinmesinden kaynaklanabileceğini belirterek, "Cinsel kimlikle ilgili soruları da içeren psiko-seksüel alandaki açıklık toplumda genel bir gelişme olarak algılanabilir" dedi.
Gender dysphoria is known to have no connection to a person’s sexual orientation.	Cinsiyet hoşnutsuzluğu rahatsızlığının cinsel eğilim ile herhangi bir bağlantısının olmadığı biliniyor.
Drug operation in İzmir	İzmir'de uyuşturucu operasyonu
Following a tip, teams from the Ödemiş District Police Directorate’s Fight Against Smuggling and Organized Crimes Bureau raided to the house of F.T. (36), in Ülker Sokak in 3 Eylül Mahallesi.	Ödemiş İlçe Emniyet Müdürlüğü Kaçakçılık ve Organize Suçlarla Mücadele Bürosu ekipleri, ihbar üzerine 3 Eylül Mahallesi Ülker Sokak'taki 36 yaşındaki F.T.'nin evine operasyon düzenledi.
In the search of the house, thirty-three ecstasy pills and a set of precision scales were taken.	Evde yapılan aramada, 33 extacy hap ile bir hassas terazi ele geçirildi.
Trying to jump off the balcony and run away, F.T. was caught and detained.	Balkondan atlayıp kaçmayşa çalışan F.T. ise yakalanarak gözaltına alındı.
It was reported that F.T. would be referred to court after procedures had been completed.	F.T.'nin emniyetteki işlemlerinin ardından adliyeye sevk edileceği kaydedildi.
Transfer in Evkur Yeni Malatyaspor	Evkur Yeni Malatyaspor'da transfer
One of the new teams in the Super Lig, Evkur Yeni Malatyaspor have come to an agreement with Turgut Dogan Sahin, a winger who wore the Kasimpasa uniform last season.	Süper Lig'in yeni ekiplerinden Evkur Yeni Malatyaspor, geçen sezon Kasımpaşa formasını giyen kanat oyuncusu Turgut Doğan Şahin'i renklerine bağladı.
According to a statement made by the club, a two-year contract was signed with the twenty-nine year old winger player.	Sarı-siyahlı kulüpten yapılan açıklamaya göre, transfer çalışmaları kapsamında 29 yaşındaki kanat oyuncusu ile 2 yıllık sözleşme imzalandı.
"A two-year agreement has been reached with Turgut Dogan Sahin, who plays for Kasımpaşa as a winger.	Açıklamada, "Kasımpaşa'da forma giyen kanat oyuncusu Turgut Doğan Şahin ile 2 yıllık anlaşma sağlanmıştır.
Congratulations to Yeni Malatyaspor" the statement said.	Yeni Malatyaspor'umuza hayırlı olsun". ifadeleri kullanıldı.
British inventor microchips himself to get into house and car with a wave of hand	Britanyalı mucit bir el hareketiyle evine ve arabasına girmek için kendine mikro çip taktı
A British inventor has become the first in the country to be fitted with a microchip so he can open his front door, access his office and even start his car with just a wave of his hand.	Britanyalı bir mucit; ön kapısını açabilmek, ofisine erişebilmek ve hatta arabasını yalnızca bir el hareketiyle çalıştırabilmek için ülkede kendisine mikro çip takılan ilk kişi oldu.
Steven Northam, 33, had the tiny chip implanted between his thumb and finger and is now offering the service to businesses and individuals who want to simplify their life with technology through his company BioTeq.	Steven Northam (33), minik çipi başparmağı ile parmağı arasına naklettirdi ve bu servisi şu anda hayatlarını teknolojiyle kolaylaştırmak isteyen iş yerleri ve kişilere firması BioTeq aracalığıyla sunuyor.
He has teamed up with Dr Geoff Watson, a consultant anesthetist at the Royal Hampshire County Hospital in Winchester, Hants, to ensure the implant procedure is carried out to a medical standard.	İmplant prosedürünün tıbbi standartlarda uygulanabilmesini sağlamak için Winchester, Hants'teki Royal Hampshire County Hastanesi'nde danışman anestezist olan Dr. Geoff Watson ile işbirliğine gitti.
The technology is similar to a microchip implanted for cats and dogs, and takes just 30 seconds.	Teknoloji, kedi ve köpeklere nakledilen mikro çip ile benzer ve yalnızca 30 saniye sürüyor.
Mr Northam's company will also alter locks on houses and cars so they are compatible with the chip, for a cost of £300 each lock.	Bay Northam'ın şirketi, çiple uyumlu olması için kilit başına 300£ olmak üzere evlerdeki ve araçlardaki kilitlerde de değişiklik yapacak.
The married father of one now has technology fitted to both his home and his BMW Z4, which starts when his hand is on the wheel.	Evli ve bir çocuk babası olan adamın hem evine hem de BMW Z4'üne bu teknoloji takıldı ve elleri direksiyondayken aracı çalışıyor.
White House Prop Cost Taxpayers Thousands	Beyaz Saray Gösterisi Vergi Mükelleflerine Binlere Mal Oldu
The White House's decision to fly a Marine helicopter to the South Lawn for an event highlighting American manufacturing last month cost taxpayers as much as $24,000, according to military records released to TIME.	TIME'a açıklanan askeri kayıtlara göre, Beyaz Saray'ın geçen ay Amerikan üretimini öne çıkaran bir organizasyon için güneydeki çimlere bir deniz piyadesi helikopteri uçurma kararı vergi mükelleflerine 24.000 $'a kadar bir rakama mal oldu.
The green-and-white Sikorsky VH-3D, known as Marine One when the President is aboard, was the centerpiece of the July 17 event at the White House showcasing American construction programs.	Başkan bindiğinde, Marine One olarak da bilinen yeşil ve beyaz Sikorsky VH-3D, Beyaz Saray'da 17 Temmuz'daki Amerikan inşa programlarını tanıtan organizasyonda ilgi odağıydı.
