28-Year-Old Chef Found Dead at San Francisco Mall	28 gadus vecs pavārs atrasts miris Sanfrancisko lielveikalā
The coldest morning since June, brief local showers.	Vēsākais rīts kopš jūnija, vietām īslaicīgi līst.
On Friday, during sunset almost throughout Latvia the ambient temperature is 6 to 9 degrees Celsius, and at 2 AM in Mersrags it was 4.7 degrees, which is the lowest mark since June 14, shows data from the Environment, Geology and Meteorology Center of Latvia.	Piektdienas saullēktā gaisa temperatūra teju visā Latvijā ir +6..+9 grādi, divos naktī Mērsragā reģistrēti +4,7 grādi, kas ir zemākā atzīme kopš 14.jūnija, liecina Latvijas Vides, ģeoloģijas un meteoroloģijas centra dati.
During the night, the temperature remained slightly above 10 degrees Celsius only in Liepaja.	Nedaudz virs +10 grādiem gaisa temperatūra naktī saglabājusies tikai Liepājā.
Cloud cover in the country is relatively sparse; it is raining at some locations, more so in Kurzeme and Northern Vidzeme.	Mākoņu daudzums valstī kopumā ir mazs, vietām īslaicīgi līst, stiprāk Kurzemē un Ziemeļvidzemē.
Light breeze is coming in from the south.	Pūš lēns dienvidu vējš.
In Riga, at 6 AM, the air temperature fell down to 8 to 9 degrees, and to 6 at the International Airport.	Rīgā sešos rītā gaiss atdzisis līdz +8..+9 grādiem, starptautiskajā lidostā līdz +6 grādiem.
South, south-east wind at 3 to 5 meters per second.	Pūš dienvidu, dienvidaustrumu vējš 3-5 metri sekundē.
On Thursday, the monitoring network of the Environment, Geology and Meteorology Center of Latvia showed the maximum air temperature ranging from 15.2 degrees Celsius in Aluksne to 19.9 degrees in Jelgava.	Maksimālā gaisa temperatūra ceturtdien Latvijas Vides, ģeoloģijas un meteoroloģijas centra novērojumu tīklā bija no +15,2 grādiem Alūksnē līdz +19,9 grādiem Jelgavā.
On Friday there will be some clouds and some sun.	Piektdien saule mīsies ar mākoņiem.
On Friday it will be relatively sunny with cumulus clouds causing temporary rain in some locations of Latvia.	Piektdiena Latvijā būs samērā saulaina, gubu mākoņi vietām atnesīs īslaicīgu lietu.
The dominant but moderate western wind will warm up the air to 17 to 20 degrees.	Dominējot mērenam rietumu vējam, gaiss sasils līdz +17..+20 grādiem.
In Riga, the occasional cloud might bring temporary rain, but the sun will warm up the air to 19 degrees.	Rīgā kāds mākonis vietām var atnest nelielu īslaicīgu lietu, saule gaisu sasildīs līdz +19 grādiem.
Weather is determined by an anticyclone branch, with the atmospheric pressure at 761 to 764 mercury barometer millimeters at the sea level.	Laikapstākļus nosaka anticiklona atzars, atmosfēras spiediens 761-764 dzīvsudraba staba milimetri jūras līmenī.
On August 11, the highest air temperature in Europe was 38 to 39 degrees Celsius in Spain, Greece and Cyprus.	Augstākā gaisa temperatūra Eiropā 11.augustā bija +38..+39 grādi Spānijā, Grieķijā un Kiprā.
The lowest air temperature during the early morning hours of Friday was minus 3 tominus 8 degrees Celsius in mountains in the northern and central parts of Europe.	Zemākā gaisa temperatūra naktī uz piektdienu -3..-8 grādi kalnos Eiropas ziemeļu un centrālajā daļā.
Drunk and armed man detained in Aspazijas Boulevard.	Aspazijas bulvārī aiztur iereibušu un bruņotu vīrieti.
On Friday, the State Police detained a drunk and armed man in Aspazijas Boulevard, SP representative Gita Gzibovska told.	Valsts policija (VP) piektdien Aspazijas bulvārī aizturējusi iereibušu un bruņotu vīrieti, pastāstīja VP pārstāve Gita Gžibovska.
SP was informed that an apparently drunk man is walking irresponsibly along Aspazijas Boulevard, armed with a handgun.	VP saņēmusi informāciju par to, ka pa Aspazijas bulvāri staigā neadekvāts vīrietis, kurš ir bruņojies ar ieroci un izskatās stipri iereibis.
The police vehicle that responded to the call got involved in a traffic accident and the man was then detained by another police unit.	Ekipāža, kas devās uz izsaukumu, cieta satiksmes negadījumā, un vīrieti aizturēja cita ekipāža.
A gas pistol was found with the intoxicated man.	Pie iereibušā vīrieša atrasts gāzes ierocis.
As reported, a State Police (SP) car got involved in a car accident in Riga center on Friday when it was rushing to respond to a call.	Jau ziņots, ka piektdien, steidzoties uz izsaukumu, Rīgas centrā varējusi Valsts policijas (VP) mašīna.
The accident occurred when it responded to category A call, namely it was heading to prevent a situation in which health or life is under threat.	Negadījums noticis, braucot uz A kategorijas izsaukumu jeb dodoties novērst situāciju, kurā ir apdraudēta cilvēka veselība vai dzīvība.
Unfortunately it collided with another car at the intersection of Krisjana Barona Street and Dzirnavu Street.	Tomēr Barona un Dzirnavu ielas stūrī notikusi sadursme ar kādu vieglo automašīnu.
Minister: increase of the SRS director general's salary to be discussed next week.	Ministre: nākamnedēļ plānots spriest par VID ģenerāldirektora atalgojuma palielināšanu.
The Minister for Finance, Dana Reizniece-Ozola (Union of Greens and Farmers (UGF)) plans to talk with Prime Minister Maris Kucinskis (UGF) and the government coalition partners next week about an increase of salary for Director General of the State Revenue Service (SRS).	Finanšu ministre Dana Reizniece-Ozola (Zaļo un zemnieku savienība (ZZS)) nākamnedēļ plāno ar Ministru prezidentu Māri Kučinski (ZZS) un valdības koalīcijas partneriem runāt par Valsts ieņēmumu dienesta (VID) ģenerāldirektora atalgojuma palielināšanu.
On Friday, Reizniece-Ozola told journalists that the issue of salary increase for Director General of the SRS must be solved urgently, in order to make this position more attractive to prospective candidates in the new round of competition.	Reizniece-Ozola piektdien žurnālistiem norādīja, ka jautājums par VID ģenerāldirektora atalgojuma palielināšanu ir jārisina steidzami, lai šo amatu padarītu pievilcīgāku iespējamajiem atkārtotā konkursa pretendentiem.
Next week they are also going to discuss changes in the competition charter.	Tāpat nākamnedēļ tikšot runāts par konkursa nosacījumu maiņu.
The minister also highlighted that she has no particular candidate in mind for the job.	Ministre arī uzsvēra, ka viņai nav padomā kāds konkrēts kandidāts, ko uzrunāt pretendēt uz vakanto amatu.
At the same time Reizniece-Ozola stated that the State Environment Service head Inga Kolegova would have been a good Director General of the SRS.	Vienlaikus Reizniece-Ozola pauda viedokli, ka Valsts vides dienesta vadītāja Inga Koļegova būtu bijusi laba VID ģenerāldirektore.
Regarding the current Acting Head of the SRS, Dace Peleka, who expressed her readiness to run for this position, the minister repeatedly said that the new Director General of the SRS should have an "impartial perspective" and he or she should not come from within SRS's ranks.	Savukārt attiecībā uz pašreizējo VID vadītājas pienākumu izpildītāju Daci Pelēko, kura paudusi gatavību pretendēt uz šo amatu, ministre atkārtoti pauda viedokli, ka jaunajam VID ģenerāldirektoram vajadzētu būt "skatam no malas" un tam nevajadzētu nākt no VID struktūras.
She also emphasized that she is waiting for the Parliament to return from vacation so that amendments to the laws required for the SRS reorganization could be carried out.	Viņa arī uzsvēra, ka gaida, kad no atvaļinājuma atgriezīsies Saeima, lai pēc iespējas drīzāk virzītu likumu grozījumus, kas nepieciešami VID reorganizācijai.
The BNS news agency already informed that the State Environment Service head Inga Kolegova has submitted an application whereby she withdraws her candidacy for the position of Director General of the SRS.	Aģentūra BNS jau vēstīja, ka Valsts vides dienesta vadītāja Inga Koļegova finanšu ministrei Danai Reizniecei-Ozolai (ZZS) iesniegusi iesniegumu, kurā atsauc savu kandidatūru uz VID ģenerāldirektora amatu.
She explained in her application that it is not an easy choice but during the last two weeks her family has experienced serious emotional pressure although they have not done anything illegal.	Iesniegumā viņa pauda, ka tā nav viegla izvēle, bet pēdējo divu nedēļu laikā viņas tuvinieki ir piedzīvojuši nopietnu emocionālu spiedienu, lai gan nav veikuši nekādas ar likumu nosodāmas darbības.
Kolegova also indicated that the discussions around her candidacy have intensified the antagonism between the parties of the ruling coalition, which is quite unfortunate.	Tāpat Koļegova norādīja, ka viņas kandidatūras apspriešana ir vairojusi pretrunas valdošās koalīcijas partiju starpā, kas arī nav pieņemami.
As reported, the previous Director General of the SRS, Inara Petersone, stepped down from her position at the end of June.	Ziņots arī, ka iepriekšējā VID ģenerāldirektore Ināra Pētersone jūnija beigās atstāja amatu.
Oil price continues to rise; stock exchange indexes in USA and Europe and value of US dollar increase.	Naftas cenas turpina kāpt; pieaug biržu indeksi ASV un Eiropā, kā arī ASV dolāra vērtība.
Oil prices continued to grow globally on Friday morning as Saudi Arabia oil minister's statements positively affected investors' mood, and it is expected that the largest oil mining countries will take action at the OPEC meeting next September to stabilize the global oil market.	Naftas cenas pasaulē piektdienas rītā turpina pieaugumu, investoru noskaņojumu pozitīvu ietekmējot Saūda Arābijas naftas lietu ministra izteikumiem, kas pastiprina gaidas, ka lielākās naftas ieguvējvalstis septembrī gaidāmajā OPEC sanāksmē rīkosies, lai stabilizētu pasaules naftas tirgu.
The three main US stock exchange indexes hit a high on Thursday resembling that of 1999.	Trīs galvenie ASV biržu indeksi ceturtdien sasniedza rekordaugstu līmeni, kas nebija novērots kopš 1999.gada.
The main positive indicator in the market was an oil price increase and strong financial indicators of several big companies.	Galvenais pozitīvais faktors tirgū bija naftas cenas kāpums un vairāku lielo kompāniju spēcīgie finanšu rādītāji.
The oil price increase and strong financial indicators of several companies on Thursday encouraged the rise in European stock exchange indicators.	Naftas cenas kāpums un spēcīgi vairāku kompāniju finanšu rādītāji ceturtdien bija iemesls arī Eiropas biržu indeksu kāpumam.
The value of the US dollar as compared to the euro, British pound and Japanese yen increased on Thursday.	ASV dolāra vērtība ceturtdien pieauga attiecībā pret eiro, attiecībā pret Lielbritānijas mārciņu un attiecībā pret Japānas jenu.
The WTI crude oil price at the New York Stock Exchange electronic trading platform for supplies in September increased by 1.78 US dollars up to 43.49 dollars per barrel on Thursday.	Ņujorkas biržas elektroniskajā tirdzniecībā WTI markas jēlnaftas cena piegādēm septembrī ceturtdien pieauga par 1,78 ASV dolāriem līdz 43,49 dolāriem par barelu.
The price of Brent crude oil for supplies in October increased by 1.99 dollars up to 46.04 dollars per barrel at the London Stock Exchange.	"Brent" markas jēlnaftas cena piegādēm oktobrī Londonas biržā palielinājās par 1,99 dolāriem - līdz 46,04 dolāriem par barelu.
Turnover of canned food manufacturer Zila laguna shrank by 33.8% last year.	Konservu ražotāja "Zilā lagūna" apgrozījums pērn sarūk par 33,8%.
The turnover of the canned food manufacturer "Zila laguna" was 4.202 million euros last year, which is by 33.8% less than the year before; meanwhile, the company's losses decreased 5.7 times, down to 904.7 thousand euros, its annual financial report, published in the Lursoft data base reveals.	Konservu ražotāja "Zilā lagūna" apgrozījums pērn bija 4,202 miljoni eiro, kas ir par 33,8% mazāk nekā gadu iepriekš, savukārt kompānijas zaudējumi samazinājās 5,7 reizes - līdz 904,7 tūkstošiem eiro, liecina datu bāzē "Lursoft" publicētais gada finanšu pārskats.
The company's management report indicates that in 2015 the company operated at loss that was caused by several reasons, including constant lack of liquid assets - due to Unicredit Bank leaving the Baltic market and discontinuing the effective credit line, thus leaving Zila laguna with signed contracts without the possibility to fulfill them.	Uzņēmuma vadības ziņojumā teikts, ka 2015.gadā kompānija strādāja ar zaudējumiem, kas radušies vairāku iemeslu dēļ, tostarp saistībā ar pastāvīgu apgrozāmo līdzekļu trūkumu, ko izraisīja "Unicredit Bank" aiziešana no Baltijas tirgus, pārtraucot iepriekš spēkā esošo kredītlīniju, un atstājot "Zilo lagūnu" ar noslēgtiem līgumiem bez iespējas tos izpildīt.
Therefore, the company did not have sufficient means to purchase cheaper raw materials in bulk at volume discount rates.	Līdz ar to kompānijai nebija pietiekamu līdzekļu, lai iepirktu lētākas izejvielas lielos apjomos un saņemtu apjoma atlaidi.
As the bank was leaving the Latvian market, it also became impossible for the company to implement European Union Structural Funds' supported projects that would allow buying new equipment for the plant and modernize the infrastructure.	Attiecīgās bankas aiziešana no Latvijas tirgus arī liedza kompānijai īstenot Eiropas Savienības struktūrfondu atbalsta projektus, kas būtu ļāvis ražotnei iegādāties jaunu ražošanas aprīkojumu un modernizēt infrastruktūru.
The company's financial indicators were adversely affected also by increased prices of raw material and unwillingness of customers to pay more for the company's products.	Tāpat uzņēmuma finanšu radītājus aizvadītājā gadā negatīvi ietekmēja izejvielu cenu kāpums un klientu nevēlēšanās maksāt vairāk par uzņēmuma saražotajām precēm.
"Only in the second part of July 2016, customers accepted price changes and became willing to buy them at the new, higher prices," the company's management points out.	"Tikai 2016. gada jūlija otrajā pusē klienti atzina cenu izmaiņas un bija gatavi iegādāties preces par jaunajām - augstākajām - cenām", norāda kompānijas vadība.
In 2015, Zila laguna started negotiations with prospective investors, including an evaluation of the company's movable and immovable property.	Tāpat 2015.gadā "Zilā lagūna" sāka pārrunas ar potenciālajiem investoriem, tostarp uzņēmuma kustamās un nekustamās mantas vērtēšanu.
The investors have already visited the company's largest creditor Unicredit Leasing and the parties have learned about and discussed the prospective investment plans.	Investori jau ir bijuši pie kompānijas lielākā kreditora "Unicredit Leasing", kur puses ir iepazinušās un pārrunājušas iespējamos investīciju plānus.
At the same time, the company's business and further development were positively affected by the implementation of restructuring and optimization plans started in 2014 and 2015.	Vienlaikus kompānijas darbību un attīstību pozitīvi ietekmēja 2014. un 2015.gadā sāktā restrukturizācijas un optimizācijas plāna īstenošana dzīvē.
This plan included improvement and optimization of the industrial processes permitting to increase the production output and capacity.	Šis plāns sevī ietvēra tehnoloģisko procesu uzlabošanu un optimizāciju, kas ļauj sasniegt lielāku ražošanas produktivitāti un jaudu.
"Several units of equipment were purchased thus ensuring higher output rate," the company's management indicated.	"Tika iegādātas vairākas iekārtas, kas nodrošina lielāku ražošanas ātrumu", norādīja kompānijas vadība.
The management of Zila laguna highlights that the equipment purchase will enable the company's factory in year 2016 to fulfil orders that were previously impossible.	"Zilā lagūna" vadība atzīmē, ka iegādātais aprīkojums 2016.gadā ļaus kompānijas ražotnei pildīt tādus pasūtījumus, kas līdz šim nebija iespējami.
The first batch of production made on this equipment will be ready for delivery in August.	Pirmā produkcijas partija, kas tiks ražota uz šī aprīkojuma, būs gatava augustā.
Since letters of intent on sales of products have been already signed, all manufactured products will be sold according to the letters of intent.	Tā kā jau ir parakstīti nodomu protokoli par produkta pārdošanu, viss saražotais tiks pārdots atbilstoši nodomu protokoliem.
The new product will increase turnover by approximately 300 thousand euros per month," the company's management says.	Jaunais produkts palielinās apgrozījumu par apmēram 300 tūkstošiem eiro mēnesī", norāda kompānijas vadība.
In August 2016, the company also plans to sign a cooperation contract for deliveries of processed fish products to Iraq.	Tāpat kompānija 2016.gada augustā plāno parakstīt sadarbības līgums par zivju produkcijas piegādēm uz Irāku.
In 2016, "Zila laguna" has shipped its first experimental container of goods to Israel, expanded sales in Cyprus, and this September is going to sign a cooperation agreement with a new supermarket chain in the USA.	"Zilā lagūna" 2016.gadā ir aizsūtījusi pirmo eksperimentālo konteineru uz Izraēlu, paplašinājusi noieta tirgu uz Kipru un šogad septembrī parakstīs sadarbības līgumu ar jaunu lielveikalu ķēdi ASV.
As a result of all aforesaid activities, the company hopes to increase its turnover.	Visu iepriekšminēto pasākumu rezultātā kompānija plāno palielināt apgrozījumu.
In 2014, Zila laguna operated with a turnover of 6.347 million euros and incurred losses of 5.113 million euros.	2014.gadā "Zilā lagūna" strādāja ar 6,347 miljonu eiro apgrozījumu un 5,113 miljonu eiro zaudējumiem.
Zila laguna was established in 1997 and its equity capital is 1.156 million euros.	"Zilā lagūna" ir dibināta 1997.gadā un tās pamatkapitāls ir 1,156 miljoni eiro.
The company belongs to two Latvian nationals, Mihails Kaidanovs (89.11%) and Igors Sirsons (10.89%).	Uzņēmums pieder divām Latvijas privātpersonām - Mihailam Kaidanovam (89,11%) un Igoram Širšonam (10,89%).
You are welcome to encounter the screen diva Zarah Leander at 3 PM outside the museum and to participate in a press conference.	Laipni aicināti pl. 15 pie muzeja sagaidīt kino dīvu Zāru Leanderi un piedalīties preses konferencē.
Riga might be considered the city where the much-admired star of the big screen Zarah Leander began her career and gained inspiration.	Rīgu var uzskatīt dievinātās kino dīvas Zāras Leanderes karjeras sākuma un iedvesmas pilsētu.
Zarah Leander's 1924 visit to her godmother Ruta, the wife of the Swedish Ambassador to Latvia, changed her life, because she was the one to notice Zarah's unusually low contralto voice when she rehearsed for her first appearance at the Riga Cabaret Theater.	Zāras Lenderes ciemošanās pie krustmātes Rutas, kas bija zviedru vēstnieka Latvijā kundze, Rīgā 1924. gadā izvērtās liktenīga, jo tieši viņa atklāja Zāras Leanderes sievietei neparasto zemo kontraltu, kuru viņa iemēģināja debitējot uz Rīgas kabarē teātra skatuves.
Perhaps the turn of events in Riga made a major impact on Zarah's artistic path toward international fame.	Varbūt tieši nejaušā jaušība Rīgā, kļuva par liktenīgo pagriezienu Zāras radošajā ceļā pretī pasaules slavai.
Riga remained in Zarah Laender's warm memories and she later hoped to go on tour to Riga, but this was cut short by the Second World War.	Rīga Zārai Leanderei saistījās ar siltām atmiņām, un viņa cerēja atbraukt uz Rīgu viesizrādēs, taču diemžēl šīm cerībām nebija lemts piepildīties, jo sākās Otrais pasaules karš.
This unrealized visit will be re-imagined within the Riga City Festival 2016, with the much-adored Ieva Kerevica playing Zarah Leander.	Izmantojot izrādes formu, šī tikšanās būs iespējama Rīgas svētkos 2016 un izcilās Zāras Leanderes lomā iejutīsies lieliskā Ieva Kerēvica.
Large-scale traffic restrictions come in effect near Aglona.	Aglonas apkaimē noteikti plaši satiksmes ierobežojumi.
In order to ensure the safety of participants of the Assumption of Mary celebration, as of August 12 at 5 PM until August 15 at 6 PM, truck transit along several national roads around Aglona will be closed, the SJSC Latvian Sate Roads informed.	Lai nodrošinātu Vissvētākās Jaunavas Marijas Debesīs uzņemšanas svētku dalībnieku drošību, sākot no šī gada 12. augusta plkst. 17.00 līdz 15. augusta plkst. 18.00 tiks slēgta kravas auto tranzītsatiksme pa vairākiem valsts autoceļiem Aglonas apkaimē, informēja VAS Latvijas Valsts ceļi.
These restrictions do not apply to Aglona celebration participants and public transportation.	Uz Aglonas svētku dalībniekiem un sabiedrisko transportu šie ierobežojumi neattieksies.
It must be noted that motor road P62 Kraslava-Preili-Madona in its section from Kraslava to Kraslava railway station (0.80th- 4.00th km) is under reconstruction and only public transport and pedestrians will be allowed to cross the construction area during the celebration in Aglona.	Jāņem vērā, ka autoceļa P62 Krāslava-Preiļi-Madona posmā no Krāslavas līdz Krāslavas stacijai (0,80.-4,00. km) notiek būvdarbi un būvobjektu Aglonas svētkos varēs šķērsot tikai sabiedriskais transports un gājēji.
Other traffic participants can use a bypass road, as in the diagram shown in the attached file.	Pārējiem satiksmes dalībniekiem satiksme tiks nodrošināta pa apbraucamo ceļu - shēma pievienotajā failā.
Traditionally this celebration is attended by large numbers of people, including pilgrims.	Tradicionāli uz šiem svētkiem ierodas liels dalībnieku skaits, tajā skaitā svētceļnieki.
Therefore, drivers must be particularly careful as there will be intense pedestrian movement along various motor roads toward Aglona.	Tādēļ autobraucējiem jābūt īpaši uzmanīgiem, jo dažādos autoceļu maršrutos virzienā uz Aglonu būs intensīva gājēju kustība.
We request drivers to be tolerant to the traffic restrictions, to comply with traffic organisation rules and to be prepared for a longer travel time.	Aicinām autovadītājus ar izpratni izturēties pret ieviestajiem satiksmes ierobežojumiem, ievērot satiksmes organizācijas kārtību, kā arī rēķināties ar iespējamu garāku ceļā pavadīto laiku.
Water temperature in all water bodies has fallen below 20 degrees Celsius.	Ūdens temperatūra visās ūdenstilpēs noslīdējusi zem +20 grādiem.
Decrease in the water temperature continues as the weather becomes colder and now water temperature in all rivers and lakes and also in the sea is below 20 degrees Celsius, shows the data from the Environment, Geology and Meteorology Center of Latvia.	Līdz ar vēso laiku turpinās ūdens temperatūras pazemināšanās, un patlaban visās upēs un ezeros, kā arī jūrā tā ir zem +20 grādiem, liecina Latvijas Vides, ģeoloģijas un meteoroloģijas centra dati.
Water in the sea has cooled down to 16..18 degrees, and due to wind the coastal water temperature in the Riga Gulf has dropped to 13 degrees, and occasionally to 9 degrees near Roja.	Jūrā ūdens atdzisis līdz +16..+18 grādiem, Rīgas līča rietumu piekrastē vēja ietekmē ūdens temperatūra vietām noslīdējusi līdz +13 grādiem, Rojā brīžiem līdz +9 grādiem.
Water temperature in the Lielupe, the Daugava and also large lakes remains at 18..20 degrees and in other water bodies at 14..19 degrees.	Lielupē un Daugavā, kā arī lielajos ezeros ūdens temperatūra ir +18..+20 grādu, citās ūdenstilpēs +14..+19 grādu.
A year ago, the water temperature in rivers and lakes on August 12 reached 24..25 at some locations and water in the southern part of the Riga Gulf coast stood at 22 degrees.	Pirms gada ūdens temperatūra upēs un ezeros 12.augustā vietām sasniedza +24..+25 grādus, Rīgas līča dienvidu piekrastē bija līdz +22 grādiem silts ūdens.
Russian military airplane was identified near the border of Latvia.	Latvijas robežas tuvumā identificēta Krievijas armijas lidmašīna.
Russian warplane was identified near the border of Latvia, news agency BNS learned from the National Armed Forces.	Latvijas robežas tuvumā identificēta Krievijas armijas lidmašīna, aģentūra BNS uzzināja Nacionālajos bruņotajos spēkos.
NAF informed that on Friday patrol aircraft above the Baltic Sea neutral waters at the sea border of Latvia have identified a Russian military aircraft IL-20.	NBS informē, ka piektdien patruļlidmašīnas virs Baltijas jūras neitrālajiem ūdeņiem pie Latvijas teritoriālās jūras robežas identificējušas Krievijas bruņoto spēku lidmašīnu "IL-20".
BNS has repeatedly reported that Russian army's aircraft and Naval Force's ships approach Latvian borders on a regular basis.	Aģentūra BNS jau vairākkārt vēstījusi, ka Krievijas armijas lidmašīnas un Jūras spēku kuģi pie Latvijas robežām tiek konstatēti regulāri.
Sexual assault on two minors at amusement park in England.	Izklaides parkā Anglijā noticis seksuāls uzbrukums diviem bērniem.
Berkshire police in England is searching for a suspect who sexually assaulted two six year old girls in the amusement park Legoland, The Daily Mail reported.	Anglijas pilsētas Berkšīras policija meklē uzbrucēju, kurš izklaides parkā "Legoland" seksuāli izmantojis divas sešus gadus vecas meitenes, vēsta "Daily Mail".
The police has requested parents to look closer at the photos taken at the amusement park, because they might show the attacker.	Policija lūgusi vecākus izpētīt izklaides parkā uzņemtās fotogrāfijas, jo iespējams tajās redzams uzbrucējs.
The girls told their parents about what had happened.	Meitenes pastāstījušas par notikušo vecākiem.
The man was a stranger, white and approximately 20 years old.	Vīrietis bijis meitenēm nepazīstams, baltas ādas krāsas un aptuveni 20 gadus vecs.
Kurdish activists occupy German public broadcaster's building.	Kurdu aktīvisti ieņem Vācijas sabiedriskās raidorganizācijas ēku.
A group consisting of 30 people yesterday took over the public broadcaster WDR building in Dusseldorf where they held an almost two hour long protest, the German Police reports.	30 cilvēku liela kurdu grupa ceturtdienas vakarā ieņēma sabiedriskās raidorganizācijas WDR ēku Diseldorfā, kur sarīkoja gandrīz divas stundas ilgu protesta akciju, ziņo Vācijas policija.
The demonstrators, who arrived with posters, shouted out various slogans trying to draw attention to the current situation in Turkey.	Demonstranti, kas ieradās ar līdzi paņemtiem plakātiem, skandēja dažādus saukļus, cenšoties pievērst uzmanību pašreizējai situācijai Turcijā.
Officials have reported that the demonstration was more or less peaceful and eventually the protesters left the building voluntarily at employees' request.	Amatpersonas vēsta, ka demonstrācija visumā noritējusi mierīgi un protestētāji pēc darbinieku lūguma ēku galu galā brīvprātīgi atstājuši.
Insurer pays compensation to the passengers of a flight that was cancelled at the airport on Wednesday.	Apdrošinātājs izmaksā kompensāciju trešdien lidostā atceltā avioreisa pasažieriem.
The insurance company If has paid travel insurance compensation to a family for the flight that was cancelled at the Riga Airport on Wednesday, August 10, due to which they had to abandon their plans for attending a music festival.	If Apdrošināšana izmaksājusi ceļojuma apdrošināšanas atlīdzību kādai ģimenei par trešdien, 10. augustā lidostā "Rīga" atcelto avioreisu, kura dēļ nācās atteikties no iecerētā mūzikas festivāla apmeklējuma.
A customer had submitted an indemnity application to If on August 11.	11. augustā If Apdrošināšanā no kāda klienta tika saņemts atlīdzības pieteikums.
The family had planned to attend a music festival in Belgium but since it was not possible due to flight cancellations at the airport, the customer had the compensation calculated for hotel booking, which had not been possible to cancel, as well as for the festival tickets costing 204 euros.	Ģimene bija ieplānojusi doties uz mūzikas festivālu Beļģijā, taču, tā kā trešdien lidostā atcelto avioreisu dēļ tas nebija iespējams, klientam tika aprēķināta atlīdzība par naktsmītņu rezervāciju, ko vairs nevarēja atcelt, kā arī par iegādātajām festivāla biļetēm 204 eiro apmērā.
The airline promised customers to refund money spent on their tickets.	Savukārt par lidmašīnas biļetēm iztērēto naudu klientiem ir apsolījusi atlīdzināt aviokompānija.
In 15% of travel insurance indemnity cases the insurance company If has paid a compensation for disruption or cancellation of trips.	If Apdrošināšana no visām ceļojumu apdrošināšanas atlīdzībām vidēji 15% gadījumu ir izmaksājusi kompensāciju par ceļojuma pārtraukšanu vai atcelšanu.
"In such situations the costs of flight ticket purchase, returning or change as well as hotel booking are reimbursed," explained Dagnija Rutka, Personal Risk Insurance product manager of the insurance company If.	"Šādās reizēs tiek atlīdzināti izdevumi par biļešu iegādi, atdošanu vai apmaiņu, kā arī par naktsmītnes rezervāciju", stāsta If Apdrošināšanas Personu risku apdrošināšanas produkta vadītāja Dagnija Rutka.
As already known, in the evening of August 10, a private plane stopped on the runway of Riga Airport due to technical reasons, and therefore several outgoing flights were canceled and several incoming flights had to be redirected to other airports.	Kā zināms, 10. augusta vakarā uz lidostas "Rīga" skrejceļa tehnisku problēmu dēļ apstājās privāta lidmašīna, tāpēc tikai atcelti vairāki izlidojošie reisi, bet vairākus ienākošos reisus nācās novirzīt uz citām lidostām.
Due to repair works, a neighbor's ceiling crumbles and makes him leave home.	Kaimiņa remonta dēļ vīrietis tiek pie sadrupušiem griestiem un spiests pamest mājas.
The LTV program The 4th Studio was addressed by Dmitrijs Saidjasevs, whose neighbor had started an overhaul in his apartment and since then Dmitrijs' apartment ceiling's plaster started to crumble and fall down, so he wasn't sure whether it was safe to stay there.	LTV raidījumā "4.studija" vērsās Dmitrijs Saidjaševs, kura kaimiņš sācis kapitālo remontu savā dzīvoklī, un kopš tā laika Dmitrijam no griestiem drūp apmetums un nav pārliecības, ka uzturēties dzīvoklī ir droši.
The problem is that my neighbors carried out unauthorized construction and the ceiling in my apartment is now damaged.	Problēma ir tāda, ka mani kaimiņi veica patvaļīgu būvniecību un manā dzīvoklī ir bojāti griesti.
Then I informed the Riga Construction Board, my building manager and other organizations.	Tad es informēju Rīgas būvvaldi, namu pārvaldnieku un citas organizācijas.
The Construction Board answered that they are not an emergency service and they do not have any experts.	Būvvalde teica, ka mēs neesam nekāds operatīvais dienests un mums nav nekāda eksperta.
"The apartment owner is supposed to go to the Association of Civil Engineers of Latvia and there will be an expert," Dmitrijs tells.	"Dzīvokļa īpašniekam ir jāiet Latvijas Inženieru savienībā, un no turienes būs kāds eksperts", stāsta Dmitrijs.
The invited expert came, made a record of the situation and concluded that the overhead cover is in unsatisfactory condition.	Pieaicinātais eksperts ieradies, fiksējis notikušo un atzinis, ka pārsegums esot neapmierinošā stāvoklī.
But a month has passed since Dimitrijs' first application to the Construction Board and by the beginning of this week no one was able to answer, whether it is dangerous to stay in the apartment.	Taču kopš pirmā Dmitrija iesnieguma būvvaldē pagājis mēnesis, un līdz šīs nedēļas sākumam tā arī neviens nespēja atbildēt, vai atrašanās dzīvoklī nav dzīvībai bīstama.
They said, at the Construction Board: that is the law, if you are not satisfied, write to everyone in a row.	Būvvaldē teica - tāda ir likumdošana, gaidiet, ja neesat apmierināti, rakstiet visiem pēc kārtas.
"Then I wrote to the Riga City Council but they referred the case to the building manager, then the building manager referred it back to the Construction Board and now we're in a dead-end," Dmitrijs tells.	"Tad rakstīju Rīgas domei, bet viņi pārsūtīja namu pārvaldniekam, tad namu pārvaldnieks atkal uz būvvaldi, un tad ir strupceļš", stāsta Dmitrijs.
After considering the pile of documents it is clear that the construction works have been suspended even, though every now and then one can hear that somebody is working there.	Pēc visas papīru kaudzes izskatīšanas skaidrs ir tas, ka būvdarbi ir apturēti, kaut ik pa brīdim var dzirdēt, ka kāds tur strādā.
