Munich 1856: Four maps that will change your view of the city	München 1856: Vier Karten, die Ihren Blick auf die Stadt verändern
If the Frenchman, currently still active in the challenger tournament in Italian Biella, does not make it to the Bundesliga match, then Zdenek Kolar (Czech), who is playing in the tournament in Liberec in the Czech Republic, will be called into action for the first time this season.	Schafft es der momentan noch beim Challenger-Turnier im italienischen Biella aktive Franzose nicht zur Bundesliga-Partie, kommt der beim Turnier im tschechischen Liberec spielende Zdenek Kolar (Tschechien) zu seinem ersten Einsatz in dieser Saison.
The as yet undefeated Chilean Hans Podlipnik-Castillo was still hitting balls with Belarusian Andrei Vasilevski at the ATP tournament in Kitzbühel yesterday.	Der bislang unbesiegte Chilene Hans Podlipnik-Castillo war gestern mit dem Weißrussen Andrei Vasilevski noch beim ATP-Turnier in Kitzbühel am Ball.
He should also be there in Kiel though, just like Botic Van de Zandschulp, Niels Lootsma (both Netherlands) and the Belgian Julien Cagnina.	Er sollte in Kiel aber ebenso dabei sein wie Botic Van de Zandschulp, Niels Lootsma (beide Niederlande) und der Belgier Julien Cagnina.
After his two victories last Sunday against the Club an der Alster, Máté Valkusz could also move back into the team.	Nach seinen beiden Siegen am vergangenen Sonntag gegen den Club an der Alster könnte auch Máté Valkusz erneut ins Team rücken.
If that's not enough for the 18-year-old from Hungary, who in January 2016 was still number one in the junior world rankings, someone from the coaching staff around Marius Zay will fill out the squad.	Reicht es für den 18-Jährigen Ungarn, der im Januar 2016 noch die Nummer eins der Junioren-Weltrangliste war, nicht, füllt jemand aus dem Trainerstab um Marius Zay den Kader auf.
How America can harm OMV	Wie Amerika der OMV schaden kann
Donald Trump didn't exactly look happy on Wednesday evening as he placed his signature under a bill that would see sanctions against Russia strengthened.	Wirklich glücklich wirkte Donald Trump nicht, als er Mittwochabend seine Unterschrift unter das Gesetz zur Verschärfung der Sanktionen gegen Russland setzte.
"In its haste to pass this legislation", Congress packed in some "unconstitutional provisions," he griped.	"In seiner Hast, das Gesetz zu erlassen", habe der Kongress ein paar "verfassungswidrige Vorschriften" hineinverpackt, ätzte er.
The reaction from Moscow, too, was as sharp as expected, and even Brussels seethed at the US motion.	Auch die Reaktion aus Moskau war so scharf wie erwartet, und selbst Brüssel schäumte gegen den US-Vorstoß.
After all, the bill plans to penalise European companies that help Russians build gas pipelines into the EU.	Immerhin sieht der Entwurf vor, europäische Unternehmen zu bestrafen, die den Russen helfen, Gaspipelines in die EU zu bauen.
Ever since, investors in Austria's OMV, which together with other European companies has co-financed the construction of Russian Baltic Sea pipeline Nord Stream 2, have been accordingdly perturbed.	Entsprechend beunruhigt sind seither Investoren der heimischen OMV, die gemeinsam mit anderen europäischen Firmen den Bau der russischen Ostseeleitung Nord Stream 2 mitfinanziert.
The threat is enormous.	Die Drohkulisse ist gewaltig.
Nevertheless, it is too early to gauge the consequences, according to the official statement from the Oil group.	Dennoch sei es zu früh für eine Abschätzung der Folgen, so das offizielle Statement des Ölkonzerns.
In reality, Donald Trump would still have to put the sanctions into being himself through an executive order.	Tatsächlich müsste Donald Trump selbst die Sanktionen noch per Executive Order zum Leben erwecken.
He has twelve weapons to choose from here.	Zwölf Waffen stehen ihm dabei zur Wahl.
"The press" has set out to see what the group could fight off and what could really do it harm.	"Die Presse" hat sich angesehen, welche der Konzern abwehren könnte und welche ihm wirklich wehtun könnten.
Narcos season 3 trailer: With Pablo Escobar gone, the Cali Cartel take centre stage in Netflix's hit series	Narcos Staffel 3 Trailer: Ohne Pablo Escobar wird das Cali Cartel in der Hitreihe von Netflix in den Mittelpunkt gerückt
Despite season two of Narcos revealing Pablo Escobar's killer, Netflix's series is far from over.	Trotz der zweiten Staffel von Narcos, die Pablo Escobars Killer enthüllt, ist die Serie von Netflix noch lange nicht vorüber.
Season three and four have already been confirmed by the streaming service, the former receiving its first trailer, teasing the show's upcoming villains.	Die Staffeln drei und vier wurden bereits vom Streaming-Service bestätigt, die erste erhielt ihren ersten Trailer und zeigte die neuesten Bösewichte der Show.
With season three, the DEA has turned their attention towards the richest drug trafficking organisation in the world: the Cali Cartel.	Mit der dritten Staffel hat die DEA ihre Aufmerksamkeit auf die reichste Organisation des Drogenhandels der Welt gerichtet: das Cali-Kartell.
Led by four powerful godfathers, they operate "like a Fortune 500 company" just with more government bribes and violent actions.	Angeführt von vier mächtigen Paten, operieren sie "wie ein Fortune-500-Unternehmen" nur mit mehr staatlichen Bestechungen und gewalttätigen Aktionen.
Gilberto Rodriguez Orejuela (Damian Alcazar) is the cartel's leader, Miguel Rodriguez Orejuela (Francisco Denis) being the brains, Pacho Herrera (Alberto Ammann) running the Mexican connection, and Chepe Santacruz Londono (Pepe Rapazote) based in New York.	Gilberto Rodriguez Orejuela (Damian Alcazar) ist der Führer des Kartells, Miguel Rodriguez Orejuela (Francisco Denis) ist ihr Kopf, Pacho Herrera (Alberto Ammann) befehligt die mexikanische Verbindung, und Chepe Santacruz Londono (Pepe Rapazote) befindet sich in New York.
The newly released trailer sees Pedro Pascal return as Javier Peña, the character enlisting American and Colombian law enforcement to help with the war on drugs.	In dem neu veröffentlichten Trailer kehrt Pedro Pascal als Javier Peña zurück, der Typ, der amerikanische und kolumbianische Strafverfolgungsbehörden dazu einlädt, den Krieg gegen Drogen zu unterstützen.
Other new actors include Matias Varela, Michael Stahl-David, Matt Whelan, Miguel Angel Silvestre, Kerry Bishe, and Arturo Castro.	Weitere neue Schauspieler sind Matias Varela, Michael Stahl-David, Matt Whelan, Miguel Angel Silvestre, Kerry Bishe und Arturo Castro.
Season three of Narcos will debut 1 September.	Die dritte Staffel von Narcos wird am 1. September beginnen.
Roll back in time: the city employs 46 kitchen assistants	Rolle rückwärts: Die Stadt stellt 46 Küchenhilfen ein
The city is once more organising the nursery lunch itself.	Die Stadt organisiert den Kita-Mittagstisch wieder selbst.
With designated contact persons for the children and place in the team.	Mit festen Ansprechpartnern für die Kinder und eine Zuordnung zum Team.
The clock is being turned back in the city's nurseries.	In den städtischen Kindertagesstätten wird die Uhr zurückgedreht.
On the 1st September, the city of Krefeld is once more taking the catering in the city's nurseries (Kitas) into its own hands.	Zum 1. September übernimmt die Stadt Krefeld die Essensversorgung in den städtischen Kindertageseinrichtungen (Kitas) wieder in Eigenregie.
For Sonja Pommeranz, deputy head of the youth welfare services department, this is good news: "We were all delighted".	Für Sonja Pommeranz, stellvertretende Leiterin im Fachbereich Jugendhilfe, ist das eine gute Nachricht: "Wir haben uns alle sehr gefreut".
The cooking is still done off premises: a caterer takes care of this task and delivers freshly cooked, chilled food.	Gekocht wird weiterhin außer Haus: Ein Caterer übernimmt diese Aufgabe und liefert frisch Gekochtes gekühlt an.
The city operates 46 nurseries in the district of Krefeld; in 44 of these, the children get a warm meal at midday.	Die Stadt betreibt im Krefelder Gebiet 46 Kindertagesstätten, in 44 bekommen die Kinder zur Mittagszeit eine warme Mahlzeit.
In the last nursery year, 2800 children sat at the tables in each case, and demand is growing steadily.	Im vergangenen Kitajahr saßen jeweils 2800 Kinder an den Tischen, und der Bedarf wächst stetig.
"By now, it is not only children who are cared for 45 hours a week that eat in the Kita at lunchtime," explains Pommeranz.	"Mittlerweile essen nicht nur Kinder, die 45 Wochenstunden betreut werden, in der Kita zu Mittag", erläutert Pommeranz.
"The service is also available for the 35-hour care option, when children stay until 2pm."	"Das Angebot gilt auch in der 35-Stunden-Betreuung, wenn Kinder bis 14 Uhr bleiben."
46 part-time staff are on kitchen duty on 1st September: they warm up the delivered meals, supplement them with salad, crudités and fruit, put the meals into individual portions, hand out the food, clear up, wash up and clean the kitchen.	46 Teilzeitkräfte haben ab dem 1. September Küchendienst: Sie erwärmen die angelieferten Speisen, ergänzen sie um Salat, Rohkost und Obst, portionieren die Mahlzeit individuell, geben das Essen aus, räumen ab, spülen und reinigen die Küche.
"The workers are assigned to a fixed Kita," says Pommeranz.	"Die Beschäftigten werden fest einer Kita zugeordnet", sagt Pommeranz.
The size – there are two-group and seven-group establishments – dictates the number of hours worked.	Die Größe - es gibt zweigruppige ebenso wie siebengruppige Einrichtungen - entscheidet über den Stundenumfang.
"The kitchen assistants now firmly belong in the Kita team," says Pommeranz contentedly.	"Die Küchenhelferinnen gehören jetzt fest zum Kita-Team", sagt Pommeranz zufrieden.
"That way they are much more closely involved, and it is easier for the nursery head to put educational concepts in place."	"So sind sie viel stärker eingebunden und es ist für die Kitaleitung einfacher, pädagogische Konzepte umzusetzen".
Because it's about this too: a healthy diet and cooking lessons.	Denn auch darum geht es: gesunde Ernährung und Kochunterricht.
"The children should help prepare the food."	"Die Kinder sollen helfen, das Essen zuzubereiten".
Directly linking the kitchen staff to the team makes sense then.	Die direkte Anbindung der Küchenkraft ans Team sei da sinnvoll.
For the children too.	Auch für die Kinder.
"They have a known staff member in the Kita, someone who is familiar to them, and not people who are continuously changing."	"Sie haben eine bekannte Kraft in der Kita, eine Person, die ihnen vertraut ist, und nicht ständig wechselnde Menschen".
This continuity is important for the children.	Diese Kontinuität sei für die Kinder wichtig.
The cleaning of the nursery rooms – up until now also a task for the kitchen staff – will in future be taken care of by special cleaning personnel.	Die Säuberung der Kita-Räume - bisher ebenfalls Aufgabe der Küchenkräfte - wird künftig von speziellem Reinigungspersonal erledigt.
This option – the separation of cleaning and the kitchen service – not only improves the quality of the kitchen's output, but also has the appeal of having turned out to be the most economical option for the city when comparing costs between in-house and outsourcing, said the press office.	Diese Variante - die Trennung von Reinigung und Küchenservice - hat neben der Qualitätsverbesserung der Küchenleistung auch den Charme, das sie sich im Kostenvergleich zwischen Eigenregie und Fremdvergabe für die Stadt als die wirtschaftlichste herausgestellt habe, heißt es aus dem Presseamt.
And that is despite 46 new part-time staff being employed.	Und das, obwohl 46 Teilzeitkräfte neu eingestellt werden.
"But these hours don't have nearly so much impact for around 750 people in the education sector," says Sonja Pommeranz.	"Aber diese Stunden fallen bei rund 750 Personen im Erziehungsbereich gar nicht so stark ins Gewicht", sagt Sonja Pommeranz.
Afghan democracy depends on political role for women, U.N. says	Die afghanische Demokratie hängt von der politischen Rolle der Frauen ab, sagt die UNO
Elections can only be representative if all members of society, including women, play a role, the head of the U.N. mission in Afghanistan said Wednesday.	Wahlen können nur repräsentativ sein, wenn alle Mitglieder der Gesellschaft, einschließlich der Frauen, eine Rolle spielen, sagte der der Chef der UNO-Mission in Afghanistan am Mittwoch.
Nicholas Haysom, acting head of the U.N. Assistance Mission said hundreds of women are running in provincial council elections, three women are running for vice president and more than 30 percent of the newly-registered voters are women.	Nicholas Haysom, amtierender Leiter der Mission der Vereinten Nationen, sagte, dass Hunderte von Frauen bei den Ratswahlen in den Provinzen kandidieren werden. Drei Frauen kandidieren für die Rolle der Vizepräsidentin und mehr als 30 Prozent der neu registrierten Wähler sind Frauen.
"The role of women cannot be overstated," he said in a statement Wednesday.	"Die Rolle der Frauen kann nicht überschätzt werden", sagte er am Mittwoch in einem Statement.
Elections can only be truly representative and credible when women fully participate and are included in all parts of the electoral process.	Wahlen können nur wirklich repräsentativ und glaubwürdig sein, wenn Frauen uneingeschränkt teilnehmen und in allen Teilen des Wahl-Prozesses einbezogen werden.
Afghan provincial council and presidential elections take place April 5.	Afghanische Wahlen für den Provinzrat und die Präsidentschaftswahlen finden am 5. April statt.
The Taliban has issued threats against an election process that coincides with the transition of international combat operations to an advisory role.	Die Taliban haben Drohungen gegen einen Wahl-Prozess veröffentlicht, die mit dem Übergang von internationalen Kampfhandlungen zu einer beratenden Rolle zusammenfallen.
This year's elections mark the first time power is handed peacefully from one democratically elected government to the next.	In diesem Jahr werden die Wahlen zum ersten Mal die Macht friedlich von einer demokratisch gewählten Regierung zur nächsten übergeben.
Haysom said a strong role for women will add to Afghanistan's democratic success.	Haysom sagte, eine starke Rolle für Frauen wird den demokratischen Erfolg Afghanistans noch verstärken.
The Afghan Independent Election Commission reports 1.2 million women are registered out of 3.6 million total registered voters.	Die afghanische unabhängige Wahlkommission berichtet, dass 1,2 Millionen Frauen von insgesamt registrierten 3,6 Millionen Wählern registriert seien.
Walking tour to mark gymnastics club anniversary	Wanderung zum TV-Jubiläum
To mark 110 years in existence, Kaiseringen Gymnastics Club is inviting people on a small walking tour, followed by coffee and cake.	Aus Anlass des 110-jährigen Bestehens lädt der TV Kaiseringen zu einer kleinen Wanderung mit anschließendem Kaffee und Kuchen ein.
The walk starts on Sunday 9th July at 1pm in Frohnstetten, by the water reservoir in Amerikastraße.	Die Wanderung startet am Sonntag, 9. Juli, um 13 Uhr in Frohnstetten beim Wasserreservoir in der Amerikastraße.
From there, it is travelling to the airfield, to the Natter interceptor and over Waldhof farm, then back to the water reservoir.	Von dort geht es zum Flugplatz, bis zur Natter und über den Waldhof wieder zurück zum Wasserreservoir.
The walk will last about an hour and a half.	Die Wanderung dauert etwa eineinhalb Stunden.
Afterwards there will be coffee, cakes, cold drinks, Viennese sausages and cheese rolls.	Danach gibt es in Kaiseringen im Schulhaus Kaffee, Kuchen, kühle Getränke, Saitenwürste und Käsewecken.
For anyone who needs a lift from Kaiseringen to Frohnstetten, the meeting point is in Kaiseringen, at the school.	Wer eine Mitfahrgelegenheit von Kaiseringen nach Frohnstetten braucht: Treffpunkt ist in Kaiseringen an der Schule.
Men attempt to mug 13-year-old girl	Männer versuchen 13-jähriges Mädchen auszurauben
Two young men, aged 19 and 23, are said to have attempted to rob a 13-year-old girl on Thursday.	Zwei junge Männer im Alter von 19 und 23 Jahren sollen am Donnerstag versucht haben, ein 13-jähriges Mädchen zu berauben.
According to information from police, the men approached the 13-year-old girl, who was staying with friends on Kolpingstraße, at around 2.55pm, because they wanted to use the girl's mobile to make a phone call.	Laut Informationen der Polizei sprachen die Männer die 13-Jährige, die sich mit Freunden an der Kolpingstraße aufhielt, gegen 14.55 Uhr an, weil sie mit dem Handy des Mädchens telefonieren wollten.
The 13-year-old refused their request and carried on walking with her friends.	Die 13-Jährige lehnte die Bitte aber ab und ging mit ihren Freunden weiter.
One of the perpetrators then attempted to snatch the mobile and the girl's necklace, but was unsuccessful.	Daraufhin versuchte einer der Täter das Handy und die Halskette des Mädchens zu greifen, was jedoch misslang.
The duo then fled without their loot.	Ohne Beute flüchtete das Duo.
Both young men were later arrested by the police.	Die beiden jungen Männer konnten später von der Polizei festgenommen werden.
Investigations are underway.	Die Ermittlungen laufen.
GMB concern over investment at McVitie's Glasgow factory	GMB-Besorgnis über Investitionen in der McVitie-Fabrik in Glasgow
A union is seeking reassurance from managers at biscuit maker McVitie's over its long-term commitment to production at its factory in Glasgow.	Eine Gewerkschaft möchte sich bei Managern des Biskuit-Herstellers McVitie über die langfristige Verpflichtung zur Produktion in ihrem Werk in Glasgow vergewissern.
GMB Scotland said the company had been silent over the future of investment at the Tollcross site.	GMB Scotland sagte, das Unternehmen habe über die Zukunft von Investitionen am Tollcross-Standort geschwiegen.
More than 500 people work at the plant, which produces Hobnobs and Rich Tea biscuits, among other products.	Mehr als 500 Mitarbeiter arbeiten im Werk, das neben anderen Produkten Hobnobs und Rich Tea Kekse herstellt.
McVitie's owner Pladis said it had invested more than £5m at the site in the last few years.	McVities Besitzer Pladis sagte, er habe in den letzten Jahren mehr als 5 Millionen Pfund investiert.
It added employees and union representatives "will be the first to know" if there were any changes to its operations.	Er fügte hinzu, dass Mitarbeiter und Gewerkschaftsvertreter "als erste erfahren" würden, wenn sich ihre Tätigkeiten ändern würden.
In a letter to the company's site manager, GMB Scotland called on McVitie's to "address concerns that funding is not being brought forward for the modernisation of production lines."	In einem Brief an den Filialleiter des Unternehmens forderte GMB Scotland McVitie's auf, "Bedenken zu äußern, dass die Finanzierung für die Modernisierung von Produktionslinien nicht vorangetrieben werde".
GMB senior organiser Drew Duffy, said: "The fact that we cannot get clarity from the general site manager over the business needs and investment plan for the future of Tollcross is deeply concerning our members.	GMB-Senior-Organisator Drew Duffy, sagte: "Die Tatsache, dass wir vom General-Site-Manager keine Klarheit über die Geschäftsbedürfnisse und Investitionspläne für die Zukunft von Tollcross gewinnen können, betrifft unsere Mitglieder zutiefst.
Generations of families have worked here and the workforce is highly concentrated in the local community and the greater Glasgow area, a crucial pillar of decent employment in an area of high unemployment and social deprivation.	Generationen von Familien haben hier gearbeitet und die Arbeitskräfte konzentrieren sich stark auf die lokale Gemeinschaft und den Großraum Glasgow, eine wichtige Säule für menschenwürdige Beschäftigung in einem Gebiet mit hoher Arbeitslosigkeit und sozialer Benachteiligung.
So, from the perspective of jobs, pay and prosperity, and against the backdrop of Brexit, rising cost of living and chronic manufacturing decline, the east end of Glasgow desperately needs a thriving manufacturing presence at McVitie's."	Daher benötigt unter der Perspektive von Arbeitsplätzen, des Lohns und des Wohlstands, und vor dem Hintergrund des Brexit, der steigenden Lebenshaltungskosten und des chronischen Produktionsrückgangs, das östliche Ende von Glasgow dringend eine florierende Produktionspräsenz bei McVitie".
A spokeswoman for Pladis said: "The site manager at Tollcross received a letter from GMB Scotland only yesterday and the company will be responding directly as we value ongoing engagement with employees and union representatives.	Eine Sprecherin von Pladis sagte: "Der Filialleiter bei Tollcross hat erst gestern einen Brief von GMB Scotland erhalten, und das Unternehmen wird direkt darauf reagieren, da wir das kontinuierliche Engagement bei Mitarbeitern und Gewerkschaftsvertretern schätzen.
We had a regular meeting with employees and GMB representatives at Tollcross two months ago at which a number of issues were discussed openly.	Wir hatten vor zwei Monaten ein regelmäßiges Treffen mit Mitarbeitern und GMB-Vertretern bei Tollcross, bei dem einige Fragen offen diskutiert wurden.
We discussed with employees then that like all companies operating in an extremely competitive and uncertain economic climate, we review our operations on an ongoing basis - and that applies across our all our businesses and sites - in order to remain competitive.	Wir diskutierten mit den Mitarbeitern, dass wir wie alle Unternehmen, die in einem äußerst wettbewerbsintensiven und unsicheren Wirtschaftsklima tätig sind, unsere Geschäfte laufend überprüfen - und das gilt für alle unsere Geschäftsbereiche und Standorte - um wettbewerbsfähig zu bleiben.
She added: "In recent years, we have invested over £5m in our Tollcross site, notably on production lines and operational improvements.	Sie fügte hinzu: "In den letzten Jahren haben wir in unseren Tollcross-Standort mehr als 5 Millionen Pfund investiert, insbesondere in Produktionslinien und operative Verbesserungen.
We fully recognise the heritage of Tollcross as a manufacturing site and should there be any changes to our operations at the site, employees and their union representatives will be the first to know."	Wir erkennen das Erbe von Tollcross als Produktionsstätte voll und ganz an. Sollten sich unsere Betriebsabläufe am Standort ändern, werden die Mitarbeiter und ihre Gewerkschaftsvertreter die ersten sein, dies zu erfahren."
Did PSG warn Barcelona about move for Neymar three years ago?	Hat die PSG Barcelona vor drei Jahren vor Neymar gewarnt?
La Liga side may rue their interest in Marco Verratti	Die Seite von La Liga mag ihr Interesse an Marco Verratti bereuen
Paris Saint-Germain will not let up in their pursuit of Neymar after lodging a £189m offer to trigger his release clause, but did they warn Barcelona of the world-record raid three years ago?	Paris Saint-Germain wird in ihrer Verfolgung von Neymar nicht nachlassen, nachdem sie ein Angebot von £ 189 Millionen abgegeben hat, um seine Freilassungsklausel auszulösen, aber haben sie Barcelona vor drei Jahren vor dem Weltrekordüberfall gewarnt?
The sensational approach has lit up the summer transfer window, with the Ligue 1 club ready to break the world transfer record by more than double the previous mark, which saw Paul Pogba return to Manchester United last season for £89m.	Der sensationelle Ansatz hat das Transferfenster im Sommer angeheizt, denn der Ligue 1-Klub ist bereit, den Weltrekord um mehr als das Doppelte der bisherigen Marke zu brechen, wobei Paul Pogba in der vergangenen Saison für 89 Millionen Pfund zu Manchester United zurückkehrte.
Once completed, the move will see Neymar become the world's most expensive player and also the highest-paid professional sportsman in the world, with PSG offering wages of over £500,000-a-week after tax.	Nach der Beendigung wird Neymar zum teuersten Spieler der Welt und zum höchstbezahlten Profi-Sportler der Welt. PSG bietet Löhne von mehr als 500.000 GBP pro Woche an.
Barcelona are known to be furious with the manner of the approach and the way that Neymar has forced his way out, despite a source close to the Catalans' board insisting that the club have always done their best to look after him since his arrival from Santos in 2013.	Barcelona ist wütend über die Art und Weise, wie Neymar seinen Weg nach draußen erzwungen hat, obwohl eine Quelle in der Nähe des Katalanen-Vorstandes darauf besteht, dass der Klub immer sein Bestes gegeben hat, um sich seit seiner Ankunft aus Santos im Jahr 2013 um ihn zu kümmern.
But was the football world warned of this prospect three years ago by the PSG president?	Aber wurde die Fußballwelt vor drei Jahren von dem PSG-Präsidenten vor dieser Aussicht gewarnt?
When Manchester City expressed an interest in signing Blaise Matuidi in 2014, Nasser Al-Khelaifi had a stern warning for any club looking to sign one of PSG's best players.	Als Manchester City 2014 Interesse an der Unterzeichnung von Blaise Matuidi bekundete, hatte Nasser Al-Khelaifi eine strenge Warnung für jeden Verein, der einen der besten Spieler von PSG unterzeichnen lassen wollte.
"I am not worried because they know that if they touch one of our players, then we will be in opposition to them, we'll contact their players," Al-Khelaifi said.	"Ich bin nicht besorgt, weil sie wissen, dass wenn sie einen unserer Spieler berühren, dann werden wir in Opposition zu ihnen stehen, wir werden ihre Spieler kontaktieren", sagte Al-Khelaifi.
"We respect all clubs.	"Wir respektieren alle Clubs.
But if they try to sign one of our players, they'll face consequences."	Aber wenn sie versuchen, einen unserer Spieler bei sich unterzeichnen zu lassen, so wird dies Konsequenzen haben."
Barcelona appear to have crossed this line, with the Spanish club expressing an interesting in PSG midfielder Marco Verratti earlier this summer.	Barcelona scheint diese Linie überschritten zu haben, wobei der spanische Verein Anfang dieses Sommers Interesse an dem PSG-Mittelfeldspieler Marco Verratti ausdrückte.
PSG made it clear that they would not allow the Italy international to leave under any circumstances, and Barcelona could well be feeling the repercussions of that interest by losing one of their prize assets in Neymar.	PSG machte deutlich, dass sie es dem Internationalen aus Italien nicht erlauben würden, unter irgendwelchen Umständen abzureisen, und Barcelona konnte die Folgen dieses Interesses spüren, indem sie eines ihrer Preisangebote für Neymar verlor.
Scooter knocked over and damaged	Roller umgeworfen und beschädigt
In the night from Friday to Saturday, an unknown perpetrator deliberately knocked over a scooter parked in the Königsfelder Straße outside residence number 30, thus causing material damage of over 200 euros to the fairing of the vehicle.	In der Nacht von Freitag auf Samstag hat ein unbekannter Täter einen in der Königsfelder Straße vor dem Anwesen Nummer 30 abgestellten Roller absichtlich umgeworfen und so an der Verkleidung des Fahrzeugs Sachschaden von über 200 Euro angerichtet.
Schramberg police, telephone 07422/ 27 01-0, are appealing for leads.	Die Polizei Schramberg, Telefon 07422/ 27 01-0, bittet um Hinweise.
Police are seeking witnesses in relation to an accident on the B 215 between Stolzenau and Leese	Zu einem Unfall auf der B 215 zwischen Stolzenau und Leese sucht die Polizei Zeugen.
Because a car was coming towards him in his lane, the driver of a VW Touran had to swerve and grazed the crash barrier.	Weil ihm ein Auto auf seiner Fahrspur entgegenkam, musste der Fahrer eines VW Touran ausweichen und touchierte dabei die Leitplanke.
On Thursday evening, at around 7.55pm, the 34-year-old from Rehburg-Loccum was en route in his VW on the B215 coming from Stolzenau in the direction of Leese.	Am Donnerstagabend war der 34-Jährige aus Rehburg-Loccum mit seinem VW gegen 19.55 Uhr auf der B 215 aus Stolzenau kommend in Richtung Leese unterwegs.
In the region of the Stolzenau bypass, a passenger car came towards him in his lane, so he had to swerve to the right.	Im Bereich der Ortsumgehung von Stolzenau kam ihm ein Pkw auf seiner Fahrspur entgegen, so dass er nach rechts ausweichen musste.
In doing so, the Touran driver grazed the crash barrier.	Dabei touchierte der Touran-Fahrer die Leitplanke.
The car suffered material damage.	Am Pkw entstand Sachschaden.
The driver of the oncoming car, a Mercedes Benz, had overtaken a lorry and continued his journey without concerning himself with the traffic accident.	Der Fahrer des entgegenkommenden Pkw, ein Mercedes Benz, hatte einen Lkw überholt und seine Fahrt fortgesetzt, ohne sich um den Verkehrsunfall zu kümmern.
According to information provided by the victim of the accident, it may well be that the Mercedes driver had not noticed the accident at all.	Es kann nach Angaben des Unfallgeschädigten gut sein, dass der Mercedesfahrer den Unfall gar nicht bemerkt hatte.
The police are now appealing for witnesses of the incident as well as the driver of the vehicle that caused the accident to get in touch with Stolzenau Police Station via the telephone number 05761 / 92060.	Die Polizei bittet nun Zeugen des Vorfalles sowie den Fahrer des Verursacherfahrzeugs, sich unter Tel. 05761 / 92060 mit dem Kommissariat in Stolzenau in Verbindung zu setzen.
Interview: "Domspatzen report exonerates Pope brother Georg Ratzinger"	Interview: "Domspatzen-Bericht entlastet Papst-Bruder Georg Ratzinger"
The Regensburger Domspatzen report on cases of abuse exonerates Pope brother Georg Ratzinger.	Der Regensburger Domspatzen-Bericht zu den Missbrauchsfällen entlastet Papst-Bruder Georg Ratzinger.
That is what author and historian Michael Hesemann says.	Das meint Autor und Historiker Michael Hesemann.
The final report on the abuse scandal at the Regensburger Domspatzen is still causing debate.	Der Abschlussbericht zum Missbrauchskandal bei den Regensburger Domspatzen sorgt weiter für Diskussionen.
After its publication, Christian Weisnder, spokesman for the reform movement "We are Church," explained to the German press agency that he was expecting an apology from the former Bishop of Regensburg and current Cardinal Gerhard Ludwig Müller as well as the cathedral's Master of Music, Georg Ratzinger, the 93-year-old brother of the emeritus Pope Benedikt XVI.	Christian Weisnder, Sprecher der Reformbewegung "Wir sind Kirche", erklärte nach Veröffentlichung gegenüber der Deutschen Presse-Agentur, er erwarte vom früheren Regensburger Bischof und heutigen Kardinal Gerhard Ludwig Müller sowie vom Domkapellmeister Georg Ratzinger, dem 93-jährigen Bruder des emeritierten Papstes Benedikt XVI., eine Entschuldigung.
It would be of great service to the reputation of the Catholic Church if Müller and Ratzinger were to express their deep regret over their own failures or their false assessments of events back then.	Es würde dem Ansehen der katholischen Kirche sehr dienen, wenn Müller und Ratzinger ihr tiefes Bedauern über eigene Unterlassungen oder ihre damals falsche Einschätzung der Vorgänge ausdrücken würden.
The Vatican paper "Osservatore Romano", on the other hand, criticised the fact that the coverage was measuring violence at the Domspatzen using "double standards".	Die Vatikanzeitung "Osservatore Romano" hingegen kritisierte, dass bei der Berichterstattung über Gewalt bei den Domspatzen mit "zweierlei Maß" gemessen werde.
With respect to the assaults in Regensburg, no-one doubts that these were "disgraceful and shameful acts" that must be punished and prevented in future; however, what was striking was the "level of media manipulation," according to the author Lucetta Scaraffia, historian and member of the Italian National Bioethics Committee.	Hinsichtlich der Übergriffe in Regensburg bezweifle niemand, dass es sich um "schändliche und beschämende Taten" handle, die bestraft und in Zukunft verhindert werden müssten; auffällig sei aber der "Grad medialer Manipulation", so die Autorin Lucetta Scaraffia, Historikerin und Mitglied des nationalen italienischen Bioethik-Komitees.
"The habit of denoting the Catholic Church as the source of all evil is now a part of our everyday experience and sets up public opinion for considering that as normal," writes Scaraffia.	"Die Angewohnheit, die katholische Kirche als Quelle aller Übel zu bezeichnen, ist schon Teil der Alltagserfahrung und bereitet die öffentliche Meinung darauf vor, das für normal zu halten", schreibt Scaraffia.
Princess Gloria of Thurn and Taxis also said in an interview with Bavarian Radio that "people love to let loose on the Church, and it is an easy target".	Auch Fürstin Gloria von Thurn und Taxis meinte im Interview mit dem Bayerischen Rundfunk: "Man geht gerne auf die Kirche los und das ist ein gefundenes Fressen".
She also pointed out that in her youth "beatings were a totally normal educational tool for dealing with cheeky children, of which I was one."	Außerdem wies sie darauf hin, dass in ihrer Jugend "Schläge ein ganz normales pädagogisches Mittel" gewesen seien, "um mit frechen Kindern, wie ich eines war, fertig zu werden".
She thought it unfair to apply current standards to previous decades, because the world has changed.	Sie fände es unfair, heutige Maßstäbe auf frühere Jahrzehnte anzuwenden, denn die Welt habe sich verändert.
In connection with the reports on the cases of abuse, Pope brother Georg Ratzinger cropped up a lot.	Im Zusammenhang mit den Berichten über die Missbrauchsfälle tauchte oft auch Papst-Bruder Georg Ratzinger auf.
